Value;Давление в водяном охлаждении
408.0;3.60550626898194
409.0;3.6423719661106446
410.0;3.728067035219767
411.0;3.799046853791662
412.0;3.67508199256317
413.0;3.9552625517351223
414.0;3.5721605019629536
415.0;3.643028027369739
416.0;4.558547093749739
417.0;3.9770550115197585
418.0;3.8230532172475313
419.0;3.754703571747159
420.0;3.9119221525457077
421.0;3.9670089903787473
422.0;3.931529468318397
423.0;3.707474717431759
424.0;4.500010456675891
425.0;2.516308109640192
426.0;3.8346495943161476
427.0;3.7709222956725363
428.0;3.6843813436168613
429.0;3.728912338546971
430.0;4.8737230669151534
431.0;3.5155080544432353
432.0;3.7941095224442893
433.0;3.772114499541605
434.0;3.7251798718312727
435.0;3.6050140721719526
436.0;3.7647712829523665
437.0;3.742839610465679
438.0;4.856557667974069
439.0;3.5439302683244
440.0;3.503963951000431
441.0;4.577664015472275
442.0;3.7349296063910393
443.0;3.6337608941754365
444.0;3.688030407327061
445.0;3.601066734866799
446.0;2.7927106377497624
447.0;3.7504472920657013
448.0;3.73326700964344
449.0;3.9421555423841914
450.0;3.888288612257636
451.0;3.792600575197534
452.0;3.736055101232389
453.0;3.6844912563006544
454.0;3.8008079767020586
455.0;3.657347891934814
456.0;3.639007852571579
457.0;3.8371886449277004
458.0;3.9890302513646327
459.0;3.7399010441041964
460.0;3.8499842740125114
461.0;3.7861002224441678
462.0;3.5825297723652794
463.0;3.7050495163537507
464.0;2.604091674958951
465.0;3.73263904076193
466.0;3.565384314479491
467.0;3.9921034921163177
468.0;4.531205267589625
469.0;3.664015534003258
470.0;4.679358562710359
471.0;3.9582073118975933
472.0;3.7347274050986807
473.0;3.6339021382596943
474.0;3.793702353997135
475.0;3.78513868565347
476.0;3.9052053647567084
477.0;3.828664971360035
478.0;3.596971766062282
479.0;3.826957067813913
480.0;3.8175794349621497
481.0;2.5375063088696006
482.0;4.858896203462336
483.0;3.8173377809209903
484.0;3.5887016154010922
485.0;2.97127936244038
486.0;3.5388019760502996
487.0;3.555305131301047
488.0;3.9817318767940924
489.0;3.760016327154653
490.0;3.524800104867564
491.0;4.5757067012455686
492.0;4.750299268062238
493.0;3.7569001332158196
494.0;3.5700697467968885
495.0;3.670311143846695
496.0;2.5427159027210546
497.0;3.9290305162816423
498.0;3.8312814337416654
499.0;3.6582165984455255
500.0;3.8802090787238104
501.0;3.696458020963456
502.0;3.8743578381857384
503.0;3.6642093639080144
504.0;3.715981834782347
505.0;3.775011722737702
506.0;3.676867264757593
507.0;3.6802262781817734
508.0;3.5731373762051617
509.0;3.9854757822097033
510.0;4.980138278445063
511.0;3.6139974540553
512.0;3.5316848503750435
513.0;3.676823428950511
514.0;3.854223913125365
515.0;2.584092522856844
516.0;4.50923336870213
517.0;3.6587768848803437
518.0;3.606911169369379
519.0;2.6599914131165394
520.0;3.7084025676117194
521.0;3.5692719137881253
522.0;3.75768366439556
523.0;2.776392754672824
524.0;3.798917872682018
525.0;4.7098865005277
526.0;3.825432362673866
527.0;3.925636057187641
528.0;2.9870755044102077
529.0;3.7908720631126656
530.0;3.9695899831807777
531.0;3.704936578227838
532.0;3.747832984847614
533.0;2.609399109312189
534.0;4.78525382893354
535.0;4.5766702529680705
536.0;3.884345608164585
537.0;3.6177251199710057
538.0;3.928389128610671
539.0;2.721850659628582
540.0;3.830584162416799
541.0;3.594701134792469
542.0;3.697257791720803
543.0;3.5816927824600677
544.0;3.5534896647426457
545.0;3.546923276355529
546.0;3.9083484445171437
547.0;3.7411145167085524
548.0;3.6500202607733483
549.0;3.825999755055157
550.0;4.727422059512927
551.0;3.9084114325715578
552.0;3.625268115730272
553.0;2.5047964438136203
554.0;3.9757011607870663
555.0;3.9720961267377093
556.0;3.733533826535705
557.0;3.7083195459048466
558.0;3.718790803914965
559.0;3.863121228161277
560.0;3.7288444913749186
561.0;3.969164748577957
562.0;2.551203426675147
563.0;3.8842783505441454
564.0;3.8877210080337
565.0;3.689800171072825
566.0;3.68770816793115
567.0;3.9289884356060423
568.0;3.687453283491512
569.0;3.502135554613815
570.0;3.8360236116743285
571.0;3.6684123253519334
572.0;3.7681378080403594
573.0;3.9465187615146555
574.0;3.537696020661626
575.0;3.9900384051417648
576.0;3.640389639256141
577.0;3.515679489523955
578.0;3.5813587895692494
579.0;3.8689939892792324
580.0;4.9821602136102525
581.0;3.7015503425328027
582.0;4.552203373352451
583.0;3.6471776869142487
584.0;3.6083294746914634
585.0;2.9357234017922327
586.0;3.8208766741811315
587.0;3.835730546940757
588.0;3.547872667894742
589.0;3.795465232929089
590.0;3.61044864901188
591.0;3.8412149041072854
592.0;3.526531997923228
593.0;3.8845339485874337
594.0;3.8520734703858404
595.0;3.6810437994595806
596.0;3.768020045976564
597.0;3.737820620781512
598.0;3.9360570451372587
599.0;3.6507623710845714
600.0;3.6456705694833893
601.0;3.7593319600624633
602.0;3.5471007508154986
603.0;3.597224249129299
604.0;3.681059535518763
605.0;3.6738775698973143
606.0;3.9670153587651056
607.0;3.8658672920770103
608.0;2.8849687723423547
609.0;3.838460840157102
610.0;3.5824692737659483
611.0;3.8815478324996135
612.0;3.704026429646545
613.0;2.992784523597964
614.0;3.583044926415594
615.0;3.771066587599906
616.0;3.6209422004358878
617.0;4.871645738962974
618.0;4.5624966173380965
619.0;3.882791532857611
620.0;3.854393864230686
621.0;3.565599570734721
622.0;3.956685584527198
623.0;3.6436748807943617
624.0;2.9647670723486206
625.0;2.9242987452797697
626.0;3.694292404959066
627.0;3.944539802108057
628.0;2.603608699469661
629.0;3.7223376814064317
630.0;3.5198726350422183
631.0;3.63877146367649
632.0;3.7242561785426007
633.0;3.8095155464293327
634.0;3.811048834265089
635.0;3.6189084511514706
636.0;2.9414171684049055
637.0;3.938910758344305
638.0;3.773783793737274
639.0;3.8461598804829182
640.0;3.756897118106617
641.0;3.9716342010181855
642.0;3.5531740004270356
643.0;3.9055139767413545
644.0;3.7326674370730903
645.0;3.623723401099784
646.0;3.695398188696171
647.0;3.9867987866719443
648.0;3.9710855190367833
649.0;3.8123558312150836
650.0;3.624147720377475
651.0;3.748832499481442
652.0;3.775162691226107
653.0;3.8158773950423273
654.0;3.787547582586898
655.0;3.8790663551942206
656.0;4.819122146226031
657.0;3.834501603101652
658.0;3.8059956762124942
659.0;3.782188109154789
660.0;3.5935685086491005
661.0;2.872921211611695
662.0;3.9791256679005107
663.0;3.9199725204065556
664.0;3.94553289780119
665.0;3.5990083456461703
666.0;4.870855520212006
667.0;3.629788807008987
668.0;4.858295935292405
669.0;3.7607119950817185
670.0;3.881427455885236
671.0;4.712029800181959
672.0;3.6231493472520153
673.0;3.6980222296594083
674.0;3.611361841751405
675.0;3.7580028881814393
676.0;3.595140270455634
677.0;3.8709579493080737
678.0;3.9472908141162844
679.0;3.835222183979151
680.0;2.959309257167774
681.0;4.979060638047062
682.0;4.863120479570981
683.0;2.942212908245412
684.0;3.648243234210019
685.0;3.9793297364649662
686.0;3.9784746562834035
687.0;3.6516571733351784
688.0;3.5376584009441094
689.0;3.8171155741860305
690.0;4.811239918893374
691.0;3.8130285108592163
692.0;3.99128680433141
693.0;4.916892437285018
694.0;4.653460867426465
695.0;2.94485834651332
696.0;4.829913785834281
697.0;3.9539751764480573
698.0;3.7123696905632153
699.0;3.7523786102083143
700.0;3.517414701037704
701.0;3.9039682107354285
702.0;3.6788479510178016
703.0;3.689389440759761
704.0;3.9556638756328866
705.0;2.588982903456042
706.0;4.863724968797012
707.0;3.9344639487398148
708.0;3.7079752864873896
709.0;3.835248939856158
710.0;4.893367829436911
711.0;2.7833031989217467
712.0;3.6857623273294946
713.0;3.6611749358850307
714.0;3.8236215487374663
715.0;3.794778456631675
716.0;3.745206678665872
717.0;4.502573919201825
718.0;2.891818358068686
719.0;3.833354538920743
720.0;2.54235367188234
721.0;3.9677751407190467
722.0;3.601808574337345
723.0;3.6131202557567903
724.0;3.8221599121682424
725.0;3.9911105963742006
726.0;4.743484184811524
727.0;3.716784986257142
728.0;3.631099281806366
729.0;3.571695905479082
730.0;3.881194892116293
731.0;3.6035648423016027
732.0;3.9416831320173626
733.0;3.5662339062673745
734.0;4.891505757446824
735.0;3.656057035095588
736.0;3.831689230012804
737.0;3.5061242969415507
738.0;3.924995051423882
739.0;3.62829687685575
740.0;3.6247657772792667
741.0;3.869851327603538
742.0;3.9268088151900225
743.0;3.808668484876823
744.0;3.7438635492398724
745.0;3.9929953956532587
746.0;3.6552309175849738
747.0;3.728436943611935
748.0;3.6312958275053457
749.0;3.7138767542110465
750.0;3.774061318651655
751.0;3.900608117911664
752.0;3.9144134681342537
753.0;3.961529496660053
754.0;2.6944869065047974
755.0;3.638989001129222
756.0;3.886259344576157
757.0;3.602938763305863
758.0;4.746308116443516
759.0;4.5431653860553345
760.0;3.964519289418022
761.0;4.653806409233053
762.0;2.5753778180067237
763.0;4.8999485109944185
764.0;4.69002238407654
765.0;3.9291691246108895
766.0;3.6238030292084353
767.0;3.7000760057653515
768.0;2.56119696419814
769.0;3.614845365708596
770.0;3.9208029465923615
771.0;3.811291119373865
772.0;3.587825952030289
773.0;2.530942076205832
774.0;3.8673116524955704
775.0;3.85001737983522
776.0;3.594057237980366
777.0;3.59133006699959
778.0;3.549338438725063
779.0;3.68158322984205
780.0;3.6519513964899826
781.0;3.7196803685435045
782.0;3.558764710448905
783.0;3.7231039050842973
784.0;4.56994194352075
785.0;3.5002812716355427
786.0;3.5506011010452285
787.0;3.7492250943090566
788.0;2.7160200212769774
789.0;3.9557756395372667
790.0;2.679927056298739
791.0;3.9323717860865584
792.0;3.557622549500251
793.0;3.5208766979924797
794.0;4.616032376541049
795.0;3.7648071224188637
796.0;3.5773556354565006
797.0;2.9385326323168335
798.0;3.670665719077881
799.0;2.5721376242613956
800.0;3.9764784491236274
801.0;3.6905676557839895
802.0;2.8516421273807313
803.0;3.657774518343148
804.0;2.5135558343721986
805.0;3.6947144432067867
806.0;3.9908804845945864
807.0;2.6601603743083935
808.0;4.840887150314457
809.0;3.885122708326344
810.0;4.60660654285659
811.0;3.646526258494368
812.0;3.5295238524211143
813.0;3.5521349689562878
814.0;2.9317670880944062
815.0;3.8403315902951296
816.0;3.586421854233707
817.0;3.9060652220935013
818.0;3.8829666201331654
819.0;2.6361121446473263
820.0;3.957614070485144
821.0;3.694836773695292
822.0;4.637157517418428
823.0;3.7949783406521855
824.0;4.904846416439678
825.0;3.964778716441683
826.0;3.9794471491611256
827.0;4.746150118728599
828.0;3.837251972616344
829.0;3.53621703309593
830.0;3.5918527694476787
831.0;3.683180822333683
832.0;3.5079024079057284
833.0;3.806974703807017
834.0;3.654628446536729
835.0;3.5106678230797304
836.0;4.830767254957017
837.0;3.902395441868719
838.0;3.6674227505689307
839.0;4.749404111953352
840.0;2.7305204163070385
841.0;3.849159463971878
842.0;3.568321743657465
843.0;4.890421401625304
844.0;3.571949352983589
845.0;2.97832833658438
846.0;3.951529563708661
847.0;3.971737304258952
848.0;3.957446731437147
849.0;2.8589089922303264
850.0;3.7634605750917105
851.0;3.6468570162935863
852.0;3.8700108526058754
853.0;4.924774927404683
854.0;2.6697997933323143
855.0;3.966086285531367
856.0;2.9374173380829784
857.0;3.691274317476923
858.0;3.8649144262478266
859.0;3.786666164092537
860.0;3.925096594884644
861.0;3.714360980316043
862.0;3.7788127628364063
863.0;3.764923309044959
864.0;2.9856281042824833
865.0;2.8876723844164722
866.0;3.78563929101661
867.0;3.8887526430082997
868.0;3.5477323999162538
869.0;2.9741211285051623
870.0;4.972708728125353
871.0;3.7896466488390543
872.0;3.7266209990631562
873.0;3.867187487731821
874.0;2.582265657015727
875.0;3.9695993552364204
876.0;3.705467034412265
877.0;3.9732271662627925
878.0;3.530271223257229
879.0;3.974348488554819
880.0;3.9271583276822235
881.0;3.7081766345440603
882.0;2.5832238616815966
883.0;3.8340720290480834
884.0;3.9299517144334866
885.0;3.8292735231759143
886.0;3.904958121279371
887.0;3.513811606011145
888.0;3.76781598726292
889.0;3.8114109788858865
890.0;2.548628452506411
891.0;2.910874017501971
892.0;3.5647358278640726
893.0;3.949382657847227
894.0;2.7382558535871233
895.0;3.6390166830203468
896.0;3.948808669395208
897.0;3.9558848990280278
898.0;3.647109494756463
899.0;4.635214618181836
900.0;3.873756310262355
901.0;2.977940656280163
902.0;3.791392881500674
903.0;3.94266735136185
904.0;3.943451172626485
905.0;3.9140824789578392
906.0;2.8532014222824005
907.0;3.540542095802849
908.0;3.5325263646353133
909.0;3.814171671896467
910.0;3.629299756333094
911.0;3.520647141484935
912.0;3.624443132276875
913.0;3.9018564215380502
914.0;3.701396615214267
915.0;3.800910876148587
916.0;3.5977787836886526
917.0;3.52673088183998
918.0;3.8454669001606785
919.0;4.535241668913963
920.0;3.7783520268285766
921.0;3.5307918032011427
922.0;3.5041699376899653
923.0;3.5222363700183745
924.0;3.7328275987895636
925.0;3.840366604809098
926.0;4.530205543577618
927.0;3.906038451186907
928.0;4.862815865200373
929.0;3.585774751306561
930.0;3.6113538049127754
931.0;2.9883755104032446
932.0;3.543087020038386
933.0;3.7710666935930317
934.0;2.5345082496114704
935.0;2.917467945021778
936.0;2.766831138635358
937.0;4.560793815872513
938.0;3.8765284131779416
939.0;3.6651356082768967
940.0;4.531806420790193
941.0;3.7708910932777955
942.0;4.592701036303429
943.0;3.507397040646478
944.0;3.9974381628209663
945.0;3.8974569874340217
946.0;4.706840568047978
947.0;2.897490249562363
948.0;4.855415472421163
949.0;2.9344926577694843
950.0;3.580229805392239
951.0;3.6582886810690094
952.0;3.5697346169577884
953.0;3.841706748376272
954.0;3.587348765601182
955.0;3.6669203202507408
956.0;3.964615244629177
957.0;3.5998656394026005
958.0;3.9512599935546775
959.0;3.792824016085408
960.0;3.5846860197381734
961.0;2.7291077170735316
962.0;3.809574018231388
963.0;3.849386976112456
964.0;3.809270830645042
965.0;4.950936871803409
966.0;4.796005748078894
967.0;2.7856707825129146
968.0;3.7004422070425
969.0;3.5491492632480526
970.0;2.675856095193386
971.0;3.8924424194243437
972.0;3.5451289123059566
973.0;4.927259015183539
974.0;3.812496855713672
975.0;2.7202937976005224
976.0;2.786955205088572
977.0;3.588314334335988
978.0;3.751971037944871
979.0;3.949533606131807
980.0;3.814990141149318
981.0;3.5719035112275885
982.0;3.85601767319024
983.0;3.71033978133752
984.0;3.6138881594498553
985.0;3.884972936584665
986.0;3.7557560150314315
987.0;3.8200666222491066
988.0;3.9424810532093524
989.0;3.9895676407776866
990.0;3.6361508618895146
991.0;3.7163653205279426
992.0;3.5594360379648236
993.0;3.8229000500513193
994.0;3.7769746977830194
995.0;3.870347526957327
996.0;3.673204304960363
997.0;3.8798406201283044
998.0;3.9472795301193946
999.0;3.737990136267491
1000.0;3.9051249964399335
1001.0;3.7479639709809325
1002.0;3.741126306195642
1003.0;4.5671009018370015
1004.0;3.5430069478508655
1005.0;3.8094624808645348
1006.0;4.655772207053676
1007.0;4.50104057560097
1008.0;4.64404431628964
1009.0;3.900083294460162
1010.0;3.5874418982816128
1011.0;2.9724204717879785
1012.0;3.8788389383447237
1013.0;3.7267324642226622
1014.0;2.840128692139706
1015.0;3.585687129789531
1016.0;3.841395252248221
1017.0;4.940120656311318
1018.0;2.7196974356253762
1019.0;2.8580458619994187
1020.0;3.5867317506058427
1021.0;3.5418607184699846
1022.0;3.8668902280952118
1023.0;2.6958121221446354
1024.0;4.6582969767443885
1025.0;3.9089034010372252
1026.0;3.857574898034209
1027.0;3.627833392023524
1028.0;3.598175036454111
1029.0;3.5728408256029507
1030.0;3.864651845279384
1031.0;3.5700196188778195
1032.0;4.880666184202392
1033.0;3.8843890654352644
1034.0;2.8483547462847643
1035.0;3.8433916770968084
1036.0;2.70390527467359
1037.0;3.9865646119819407
1038.0;4.945411861313118
1039.0;2.8567801339708314
1040.0;3.631438868313392
1041.0;3.7705094834054567
1042.0;3.7851378847341657
1043.0;3.955125921032832
1044.0;3.9684431930889015
1045.0;3.777870782244481
1046.0;3.9826360080946213
1047.0;3.9513014655073766
1048.0;3.7096830485388037
1049.0;3.660991684881078
1050.0;3.974395958661194
1051.0;2.917535114601938
1052.0;3.835477418198357
1053.0;4.618252657184346
1054.0;3.580802104578758
1055.0;3.7587370506847537
1056.0;3.9742398238613186
1057.0;3.5251362000041184
1058.0;2.946501728424322
1059.0;3.726350245512063
1060.0;3.594963981698835
1061.0;3.5151697543816627
1062.0;3.6792558530818043
1063.0;4.607872375952086
1064.0;3.868688902061381
1065.0;3.8514073728153844
1066.0;3.753805303732169
1067.0;3.9532148042729007
1068.0;3.503314844307654
1069.0;3.59715399857117
1070.0;3.6532977966444613
1071.0;2.813630377758699
1072.0;3.6931145377533374
1073.0;3.785968512579575
1074.0;4.8015730632770115
1075.0;3.802868706983636
1076.0;4.872168266240219
1077.0;3.6306379120231336
1078.0;3.7290834059299716
1079.0;3.685427724892552
1080.0;3.87819900200442
1081.0;3.60321384224822
1082.0;4.695162435824572
1083.0;3.699404432708325
1084.0;3.6759769424223285
1085.0;3.608779850401732
1086.0;2.9379921311487402
1087.0;3.841643698007325
1088.0;3.6550852614323994
1089.0;3.713175519383257
1090.0;3.9022781021908473
1091.0;3.7296889842939036
1092.0;2.503957363967427
1093.0;3.549196250610972
1094.0;3.9877251990088194
1095.0;4.97198289768786
1096.0;3.8152501900620726
1097.0;3.98917015128645
1098.0;3.5339667882010803
1099.0;3.553157362829715
1100.0;3.6333052919444846
1101.0;2.9919157048228877
1102.0;3.7885138145677413
1103.0;3.680000969824895
1104.0;3.79467304517165
1105.0;3.616920610472647
1106.0;3.9487463494280757
1107.0;3.8209254209345005
