Value;Температура выпускных газов на выходе из цилиндра
472.0;400.3517181007317
473.0;409.4823827380862
474.0;405.6336427447814
475.0;405.7004303256158
476.0;401.6405343162768
477.0;306.50624290582084
478.0;405.67614153085515
479.0;408.71222868651944
480.0;407.3697820055767
481.0;404.9810242555289
482.0;409.38341325584844
483.0;404.98740761646866
484.0;403.173395541413
485.0;407.63589257633885
486.0;401.63209746918056
487.0;401.07471187545246
488.0;403.19369042968026
489.0;406.27291521571414
490.0;505.1736581853021
491.0;409.8994838763569
492.0;404.72117169673214
493.0;504.79074535147106
494.0;404.1754700867981
495.0;505.8985036657153
496.0;509.66119918051953
497.0;409.0523046860058
498.0;404.84764445919836
499.0;401.4779103878089
500.0;400.52716783051443
501.0;405.3059091317822
502.0;406.4744364703522
503.0;402.7454381161135
504.0;404.5833129828381
505.0;408.5400454713346
506.0;404.0583541316904
507.0;298.84968128038554
508.0;409.6623900615719
509.0;407.9087820705862
510.0;510.0619055011525
511.0;408.6511313563752
512.0;405.2391804120143
513.0;303.8190960510006
514.0;402.1080408579411
515.0;503.7554702683594
516.0;406.63375388957166
517.0;401.428092954822
518.0;403.34776282496534
519.0;409.3514985060778
520.0;408.7231419316348
521.0;504.36827570088224
522.0;402.4466701276071
523.0;402.4191285383034
524.0;407.35944427698547
525.0;303.64661934429193
526.0;299.8376360970787
527.0;297.7269847407101
528.0;405.4159330391094
529.0;402.58043721784935
530.0;303.37014384284436
531.0;404.77584926475606
532.0;400.7326348985888
533.0;405.48550264370795
534.0;400.88723605522625
535.0;402.212997697695
536.0;404.8530371915622
537.0;408.9823766770335
538.0;403.9189324943633
539.0;405.05930032550924
540.0;408.83406193104133
541.0;402.6468321316072
542.0;402.6401856245528
543.0;506.99949973178
544.0;406.59204909792385
545.0;402.34478615861445
546.0;405.5235856539992
547.0;407.1556073096001
548.0;402.98861118921576
549.0;297.74635418355746
550.0;400.4797462729447
551.0;402.5954530248592
552.0;401.29063826945924
553.0;307.2163383143535
554.0;408.03105114882845
555.0;408.5245248743801
556.0;407.4887015974342
557.0;405.78838253365365
558.0;402.5367141168571
559.0;405.17416734098566
560.0;400.48515749209963
561.0;405.38960832564345
562.0;407.0707845522096
563.0;401.71550280778456
564.0;405.3807192984445
565.0;409.11153193061637
566.0;408.8484479893825
567.0;406.9268863634597
568.0;409.3349007822211
569.0;404.0046924875723
570.0;509.5514113069745
571.0;408.89634298813854
572.0;504.07192453966564
573.0;301.346607174162
574.0;406.70632823748497
575.0;407.15591047622064
576.0;409.2999726406699
577.0;404.37328730118395
578.0;409.4539889128136
579.0;403.68540482381957
580.0;402.40806759625883
581.0;400.7126738446819
582.0;403.9395173922083
583.0;299.4301294627358
584.0;408.51705640291397
585.0;404.0449475516437
586.0;407.71414685771737
587.0;408.1618296267194
588.0;504.8016777952214
589.0;407.3020418339166
590.0;405.08946773594374
591.0;406.2707669261808
592.0;304.6606169142789
593.0;401.7875525337974
594.0;403.21566272339544
595.0;401.69211946414663
596.0;408.29365701560715
597.0;506.88213223440766
598.0;403.5336561595244
599.0;404.4868017647139
600.0;305.30258554571736
601.0;409.537039003262
602.0;507.52817265446384
603.0;409.6821451574209
604.0;403.55308085824237
605.0;505.48071933409256
606.0;402.3523337297517
607.0;404.40618115414344
608.0;303.6852360901097
609.0;400.161745032758
610.0;407.40421515415
611.0;400.38877082142034
612.0;405.68831927980494
613.0;406.14747529630506
614.0;407.3710143064021
615.0;403.73756358768964
616.0;307.1761314285935
617.0;405.9601530396476
618.0;305.9001699772836
619.0;409.2394174692193
620.0;407.5978043256827
621.0;407.0248692935391
622.0;403.05046351796693
623.0;403.38243155562037
624.0;301.9342960544492
625.0;407.54404776973485
626.0;403.0138194321152
627.0;307.3062362778565
628.0;400.1948815991191
629.0;303.64411226361085
630.0;403.8331590282126
631.0;400.0165861752731
632.0;409.6507995545173
633.0;408.742714036195
634.0;299.2205020828614
635.0;403.5155112344574
636.0;504.6031534793639
637.0;407.19887775659265
638.0;408.849055087374
639.0;405.42624765739055
640.0;504.6669379953612
641.0;409.44951766977664
642.0;406.0343839505127
643.0;407.04199303571806
644.0;300.03394516328825
645.0;404.5365513245426
646.0;305.50543071981167
647.0;512.4495817496856
648.0;503.16835766488464
649.0;504.1361361386093
650.0;408.3640607793168
651.0;401.7718779955333
652.0;404.1253427180632
653.0;403.20988298359777
654.0;405.67580083356904
655.0;403.94240185540554
656.0;405.90359110301085
657.0;409.68499549153717
658.0;403.3632852041778
659.0;400.3524548358298
660.0;406.34881738066645
661.0;403.3912519528944
662.0;404.2455810077746
663.0;508.89336891069854
664.0;298.3433113529329
665.0;404.88747492876485
666.0;400.9065691790475
667.0;407.1059313569146
668.0;408.16233028118756
669.0;403.54563395967614
670.0;405.22389370870076
671.0;401.403790600252
672.0;305.4332343461971
673.0;505.83651227374656
674.0;406.46903175473426
675.0;406.2701191561465
676.0;401.60616868871307
677.0;408.32739066245665
678.0;303.3951462408585
679.0;401.7776325578207
680.0;300.8441527613715
681.0;404.94688728607144
682.0;507.4006422619738
683.0;406.2182521762066
684.0;400.3270247593262
685.0;407.79964428703926
686.0;407.45786267310206
687.0;404.22791183344145
688.0;400.7747513416642
689.0;409.2498313422954
690.0;400.6626509939838
691.0;299.1536273603431
692.0;401.9956370742824
693.0;511.10050730578763
694.0;409.4781406341159
695.0;409.52739114341824
696.0;407.923741001285
697.0;305.33967970217833
698.0;409.50733850433045
699.0;408.62385534233056
700.0;301.5302844130476
701.0;406.95725798788976
702.0;304.64856183180416
703.0;401.07166278866674
704.0;401.4187100440543
705.0;511.18177927874063
706.0;407.73494181719997
707.0;507.5552168553063
708.0;405.8148430724068
709.0;299.31358211487407
710.0;306.4575160004792
711.0;406.3149787006149
712.0;402.9681889330268
713.0;409.9884185526812
714.0;405.9500608562395
715.0;402.7809843216672
716.0;404.8481294856198
717.0;405.90570593915874
718.0;502.9487885761949
719.0;408.2443663774216
720.0;508.0830424283522
721.0;403.1972378626168
722.0;400.3861546957824
723.0;408.91638831833893
724.0;402.6995481104822
725.0;405.73549537935975
726.0;504.71661327017324
727.0;402.9108661137774
728.0;408.240944330415
729.0;403.1342906321058
730.0;407.85257378963956
731.0;409.1469336272117
732.0;409.0903629128272
733.0;400.8198610220841
734.0;404.25337105854504
735.0;409.78163184270244
736.0;510.5385986885062
737.0;409.136907624047
738.0;400.5848263196861
739.0;305.4019276930934
740.0;401.8140362292394
741.0;406.6498596161983
742.0;407.4886570152703
743.0;406.25669970197896
744.0;408.213069826008
745.0;406.5176835355173
746.0;401.8484892692666
747.0;408.61172420371486
748.0;511.1798845620878
749.0;409.68779055763827
750.0;400.4797657680839
751.0;409.18787769025505
752.0;300.3680527851845
753.0;404.0855715680583
754.0;404.17229667075134
755.0;504.0451962784178
756.0;403.07286752966183
757.0;407.69585661213375
758.0;401.9798175347031
759.0;301.8667720514645
760.0;405.91715436248364
761.0;400.77351196172367
762.0;409.67497943660544
763.0;303.9942553077428
764.0;403.6732879475704
765.0;409.04578043448834
766.0;409.70529402899336
767.0;302.1660162743401
768.0;300.1584871811822
769.0;402.6642211552343
770.0;401.73327741443177
771.0;400.74393088173844
772.0;504.07348555288365
773.0;512.3691785548488
774.0;403.08473575685684
775.0;401.3675669548334
776.0;407.74519510612305
777.0;404.8607707400062
778.0;406.1806921253899
779.0;405.3877336008977
780.0;299.16868358535663
781.0;406.7294129820034
782.0;407.4338879874854
783.0;307.1176090801952
784.0;509.7654274047277
785.0;511.57311848639756
786.0;405.5475220102252
787.0;406.13358147470177
788.0;506.0468053366602
789.0;506.8722975007937
790.0;402.2039869147297
791.0;504.31846855534405
792.0;306.93006421446347
793.0;405.93800615318526
794.0;407.10898492831916
795.0;408.94644745813673
796.0;404.4586390547606
797.0;305.3436321830274
798.0;403.27667649894164
799.0;299.8610543820224
800.0;509.9413447992903
801.0;407.04908794204965
802.0;408.15455252702503
803.0;408.61390584281963
804.0;403.6064869858686
805.0;300.58339622425746
806.0;404.2562733311943
807.0;405.83602571429026
808.0;402.3956561421971
809.0;400.13117411166644
810.0;408.27066839797584
811.0;401.98286156969715
812.0;401.6138458640186
813.0;407.34252287567034
814.0;409.16617669526323
815.0;409.2892120207096
816.0;400.1044026458117
817.0;406.292841822393
818.0;407.68026957866346
819.0;409.5833606840765
820.0;404.7901235227528
821.0;404.1006193859325
822.0;402.51806279801735
823.0;506.26536991873
824.0;405.0305254033217
825.0;404.75676271756635
826.0;401.0886526177035
827.0;401.6976380093813
828.0;510.11123530141583
829.0;407.95438501372314
830.0;405.54156411114764
831.0;409.28600772528057
832.0;404.58127094278547
833.0;407.0920020017971
834.0;408.1058600781349
835.0;510.18687328421913
836.0;404.86155016376966
837.0;402.1919904752166
838.0;402.28861158449166
839.0;510.6963652623907
840.0;401.40042992529965
841.0;400.19865590918414
842.0;405.729540138676
843.0;407.19423767686783
844.0;401.5138300596143
845.0;505.09376834145314
846.0;403.4650023595423
847.0;401.0335617590273
848.0;506.58691329181096
849.0;403.76757808635716
850.0;402.11677266584746
851.0;303.3180710204576
852.0;508.9667916594872
853.0;302.6824989134577
854.0;409.5597376076731
855.0;400.2863522905449
856.0;503.22793890999736
857.0;406.1033496145545
858.0;409.92016755969064
859.0;407.9075056033898
860.0;406.8133794848242
861.0;300.3251403765039
862.0;400.18553631590834
863.0;402.7605835300185
864.0;408.1721093486871
865.0;403.628321898548
866.0;301.23283835543265
867.0;403.08879703622404
868.0;502.8911344666463
869.0;406.97204498483177
870.0;401.4174394911761
871.0;405.0720696338059
872.0;409.7580866614447
873.0;305.7410601099214
874.0;304.96746174304315
875.0;405.5287690115377
876.0;401.8943161325141
877.0;406.879490427187
878.0;302.23727513370704
879.0;404.5389326218261
880.0;300.6460568105399
881.0;408.9801841294974
882.0;400.5936272859138
883.0;408.35546275675694
884.0;407.5729124301449
885.0;405.2858609496413
886.0;401.0296454178445
887.0;408.9823579360377
888.0;404.8393591672667
889.0;408.6483603203112
890.0;408.9448273182856
891.0;305.2253380960976
892.0;403.5413995322945
893.0;507.8179156191274
894.0;408.96997968354384
895.0;407.58028552802745
896.0;402.192357145754
897.0;407.0181996954489
898.0;509.6061188363039
899.0;405.56185766818953
900.0;409.45654391993963
901.0;400.01864585171313
902.0;408.1643534272431
903.0;401.2734549857626
904.0;306.5348082119711
905.0;408.0970918760263
906.0;409.94408605770155
907.0;408.2604861486345
908.0;299.9694378512012
909.0;407.92889424035087
910.0;409.61421330598574
911.0;508.78315983611327
912.0;401.7366183039797
913.0;503.07968448451794
914.0;406.8001812099284
915.0;401.58423932066586
916.0;400.76904569337717
917.0;401.8759622026418
918.0;401.35594035392893
919.0;408.2455800306562
920.0;509.8202062249544
921.0;402.79436603487346
922.0;400.5084580703451
923.0;409.9216124204698
924.0;402.6898434717477
925.0;404.89188441051255
926.0;405.62459702293427
927.0;406.90184532376134
928.0;404.36175018618064
929.0;407.5375754937901
930.0;400.88603949353376
931.0;400.28679587054796
932.0;300.9134271243387
933.0;403.4842237363448
934.0;409.7287876386728
935.0;506.2317446126379
936.0;400.9554576583882
937.0;303.1134018170011
938.0;401.57050231645036
939.0;301.930156520747
940.0;511.4524744064957
941.0;408.4699134310572
942.0;301.2616661653384
943.0;403.7755446560702
944.0;406.5010053155016
945.0;403.41198641409494
946.0;404.5594509578918
947.0;409.1926203324433
948.0;403.17158753454237
949.0;407.9118200549066
950.0;297.69107959142735
951.0;404.25774152949276
952.0;400.565686577435
953.0;405.8791660845157
954.0;409.52075464539814
955.0;403.9837060150989
956.0;404.1567040085421
957.0;408.1983078780456
958.0;299.3478552572591
959.0;404.2182633455481
960.0;409.52119612047005
961.0;306.86139671512274
962.0;409.1342405641926
963.0;409.3084240938197
964.0;406.507504253589
965.0;502.78660311401086
966.0;409.74097106533776
967.0;409.29141151949295
968.0;400.6574560787819
969.0;409.6222473831609
970.0;406.4707507981805
971.0;509.51398884049337
972.0;504.6776727119656
973.0;507.3016110111809
974.0;405.4207576913556
975.0;402.95202965316963
976.0;400.6015959994361
977.0;297.9672464222574
978.0;400.28979694431666
979.0;402.69601551875
980.0;408.5185556871428
981.0;408.49761000706286
982.0;404.99855158390767
983.0;400.45753313535016
984.0;302.90019950082586
985.0;401.7224818775268
986.0;408.1903217624503
987.0;304.1389083710605
988.0;302.1823795203899
989.0;408.5305355928021
990.0;408.7298125097167
991.0;404.6880957651089
992.0;402.0988474478095
993.0;407.1861246007174
994.0;508.64164703326526
995.0;405.2983983820891
996.0;405.06423335890224
997.0;407.55747109720096
998.0;409.21059536299975
999.0;403.68729080852205
1000.0;407.8184071382947
1001.0;405.6391107512408
1002.0;405.5837570063607
1003.0;407.99231131708217
1004.0;306.1158042316013
1005.0;403.4011662472757
1006.0;407.4101272911646
1007.0;402.3899431626742
1008.0;404.88515643592643
1009.0;409.982483144948
1010.0;300.76677739659976
1011.0;406.88376691426083
1012.0;403.50112289316843
1013.0;406.04369814639136
1014.0;401.27647877186547
1015.0;299.1039317626318
1016.0;505.81635249037413
1017.0;407.99338457283636
1018.0;407.80432654250984
1019.0;404.8573572159316
1020.0;401.7947218563203
1021.0;307.4743427766543
1022.0;406.39407123831035
1023.0;306.61264069854684
1024.0;407.98859278129123
1025.0;403.40167312817044
1026.0;404.23529398391304
1027.0;409.20575838266734
1028.0;404.1422524216368
1029.0;401.0830332596115
1030.0;403.37575161106935
1031.0;404.6186192527642
1032.0;400.75202242381584
1033.0;401.48071910871806
1034.0;401.8938555488549
1035.0;512.4765398648535
1036.0;404.18019034131703
1037.0;405.4525848789865
1038.0;409.6136419681182
1039.0;404.5054568267217
1040.0;407.6065204111551
1041.0;400.26568549695537
1042.0;400.75621730763913
1043.0;407.8851261845588
1044.0;406.9471840821869
1045.0;508.7207421608723
1046.0;302.9728123744997
1047.0;403.7267489557988
1048.0;409.8221783579931
1049.0;511.6370599113283
1050.0;409.39629752313647
1051.0;305.8691735774276
1052.0;300.90565785606395
1053.0;402.4006425170034
1054.0;403.99705510769377
1055.0;407.7205943355223
1056.0;406.77312234956133
1057.0;507.3192117251483
1058.0;401.82853109309906
1059.0;405.9731722278834
1060.0;300.0494157804071
1061.0;401.77627963972304
1062.0;409.0082597694027
1063.0;304.06431240432084
1064.0;400.99393865850107
1065.0;406.5160171382
1066.0;407.1140487149015
1067.0;404.4809262061598
1068.0;406.1153358191362
1069.0;407.95469505756097
1070.0;403.2784357885353
1071.0;406.33422093668116
1072.0;509.4364726681111
1073.0;406.5670444108489
1074.0;404.8271822030165
1075.0;409.942866425482
1076.0;503.31054798337476
1077.0;400.5300839217127
1078.0;298.6483593118842
1079.0;407.45369568661755
1080.0;400.84603432202323
1081.0;408.726247239294
1082.0;404.6676567193699
1083.0;407.207744560944
1084.0;405.9414762273098
1085.0;406.5103701966268
1086.0;510.24492882576897
1087.0;408.67013397077744
1088.0;405.9916308850076
1089.0;403.5974579446506
1090.0;508.12896399752316
1091.0;401.52034738631465
1092.0;405.81910102815954
1093.0;506.3614608746137
1094.0;408.35812811660634
1095.0;405.9233365066189
1096.0;409.86011865817727
1097.0;401.81775995184887
1098.0;512.0037908626531
1099.0;400.6088044225414
1100.0;408.93376679058423
1101.0;402.88190387266206
1102.0;406.45032032110277
1103.0;409.25872269913646
1104.0;403.02981831657615
1105.0;408.3928216644465
1106.0;409.707860580514
1107.0;404.5010705678479
1108.0;401.9378505221683
1109.0;401.97232519638317
1110.0;406.47599138539465
1111.0;300.71669634313446
1112.0;400.6743872334704
1113.0;503.5884487564093
1114.0;406.5889750056685
1115.0;409.15543326123924
1116.0;407.29010518657765
1117.0;403.6250549406667
1118.0;404.63260022575395
1119.0;502.68520963714826
1120.0;401.9328758272321
1121.0;402.3972241087657
1122.0;402.0331941533064
1123.0;409.64634903619185
1124.0;307.1026243674339
1125.0;400.35024692644595
1126.0;401.37234161403427
1127.0;409.29222117314055
1128.0;405.47233693527517
1129.0;406.1885529152966
1130.0;407.8857372638314
1131.0;403.52060966066585
1132.0;401.4256260359274
1133.0;509.17147318257776
1134.0;400.019065744615
1135.0;402.84811532685535
1136.0;409.7522939415643
1137.0;406.0506072087948
1138.0;404.1430989459314
1139.0;401.6149385646456
1140.0;400.2406780352786
1141.0;403.2821647795571
1142.0;404.5003673363604
1143.0;401.82526705167385
1144.0;502.9038774477912
1145.0;401.43608388516225
1146.0;404.7213984276735
1147.0;401.7580864462542
1148.0;403.7247568913152
1149.0;400.35643529548383
1150.0;304.6758798588727
1151.0;505.8553838478838
1152.0;407.8159617438527
1153.0;306.99562610821687
