Value;Температура масла на входе в двигатель
203.0;35.35256918508708
204.0;48.89111574600269
205.0;29.521096135144276
206.0;45.930008655576515
207.0;49.73187001590629
208.0;60.989176847340936
209.0;53.24421494518546
210.0;48.12310364755881
211.0;43.0258046811252
212.0;42.906139979575315
213.0;44.02212370338672
214.0;41.03927587062959
215.0;43.634542572915336
216.0;46.269700822924264
217.0;44.70152151083577
218.0;48.64247689679099
219.0;43.92299385207053
220.0;57.22759026931199
221.0;42.62612974312625
222.0;46.81595870386634
223.0;61.378463334029775
224.0;43.94097578767124
225.0;33.62122396979358
226.0;56.71339058857616
227.0;41.59205731196131
228.0;43.41103874861685
229.0;41.96115144859016
230.0;47.68201381569349
231.0;46.39911227435725
232.0;47.12576798919647
233.0;47.87466996681259
234.0;58.54909124536979
235.0;46.47372709635949
236.0;43.31872951203227
237.0;42.67946488190947
238.0;58.86058067515216
239.0;42.07877845387502
240.0;42.27998495457724
241.0;45.35272908120307
242.0;45.94740518844212
243.0;49.512705360059755
244.0;45.25552764377459
245.0;48.70405443139032
246.0;40.40351985108979
247.0;44.26011408815041
248.0;27.762721922010606
249.0;44.87030592701662
250.0;43.24051052570246
251.0;43.536121030452364
252.0;44.79834109076913
253.0;30.631743691523717
254.0;42.15502583223734
255.0;48.05957133918213
256.0;48.81918104976415
257.0;41.55172279394519
258.0;30.182722414313922
259.0;62.15494304330359
260.0;46.689501529861786
261.0;43.464429658850925
262.0;44.99637341805528
263.0;42.99529114703304
264.0;36.61711321833735
265.0;40.53099052364395
266.0;43.95301663840813
267.0;48.51049585395175
268.0;48.527150881855604
269.0;47.2547427689624
270.0;42.22509014504674
271.0;46.589547728726714
272.0;41.03624279712136
273.0;32.39929496555726
274.0;42.1081079882001
275.0;40.70208376390502
276.0;48.662417123938816
277.0;43.982332692880604
278.0;49.0115896290139
279.0;49.58667752939717
280.0;43.39951227406223
281.0;49.439554606557934
282.0;48.71186914924562
283.0;28.33291568344164
284.0;46.4728687047624
285.0;32.0787521691782
286.0;41.83175028329185
287.0;48.57332971561411
288.0;43.55056436093286
289.0;42.94404984880081
290.0;40.2089123745504
291.0;47.80323956543316
292.0;33.92355800447993
293.0;40.10273820526566
294.0;45.71087520204703
295.0;46.30642041150855
296.0;46.616909402044065
297.0;43.44577480723618
298.0;48.274147889639636
299.0;32.5212009061394
300.0;46.358514640726725
301.0;46.62949191950084
302.0;44.30617500335565
303.0;42.4348902242256
304.0;44.06567311702089
305.0;27.845850866858605
306.0;47.92764129223435
307.0;42.54707646885285
308.0;40.50931367189502
309.0;42.28738622559881
310.0;62.31209127850379
311.0;30.531045620378627
312.0;48.128346174672004
313.0;44.86792397045294
314.0;45.96040780267872
315.0;53.120779531296286
316.0;31.73909348221416
317.0;40.68422717262886
318.0;43.91921877445649
319.0;48.58813477363903
320.0;49.662588767289805
321.0;44.77105579267671
322.0;48.54734591511572
323.0;42.9658440364014
324.0;49.28683077425082
325.0;43.32583470801396
326.0;49.58091913288395
327.0;32.87972481030472
328.0;56.92056713237579
329.0;46.032332166138204
330.0;43.64563158766131
331.0;45.761857034494405
332.0;35.14119120897198
333.0;40.33134404958003
334.0;57.72225725690046
335.0;45.439530721033194
336.0;28.026676142730956
337.0;43.0868530874724
338.0;47.29986929465109
339.0;47.44949900013354
340.0;41.443242463839425
341.0;40.83521477334999
342.0;42.879604058623876
343.0;30.06920521019579
344.0;44.72510299571766
345.0;46.128431307046455
346.0;48.25029776518768
347.0;35.62823680258081
348.0;49.35315351615787
349.0;42.520258048621606
350.0;48.31938181491288
351.0;40.46146547095479
352.0;30.189326764977565
353.0;44.19776955107787
354.0;49.30008844707786
355.0;43.74668189911664
356.0;40.84509613933703
357.0;44.21007548239711
358.0;42.86789978326394
359.0;57.977111723309115
360.0;47.42412033972389
361.0;54.11522582141705
362.0;48.98749092348375
363.0;59.77587192653816
364.0;40.44415811618043
365.0;44.126656646764154
366.0;60.52388146937128
367.0;44.80891101676172
368.0;42.550728323000676
369.0;40.18345775894282
370.0;48.17076136051585
371.0;41.57834063363615
372.0;58.55285843138958
373.0;48.114582520443754
374.0;44.29570868363718
375.0;29.52264468297337
376.0;41.91618593150601
377.0;40.6516334739276
378.0;49.86121038369317
379.0;41.5453021769515
380.0;46.5257935891707
381.0;48.04632279759635
382.0;41.59547422909155
383.0;40.54233555909981
384.0;48.623364345752066
385.0;46.80665964490628
386.0;33.69831770434286
387.0;44.857113877051724
388.0;49.18511473546467
389.0;44.14871755110382
390.0;47.377457844076496
391.0;31.261857011558227
392.0;62.457061061930844
393.0;44.44601683951992
394.0;40.43956681155617
395.0;40.528668593514155
396.0;32.09930273347488
397.0;49.02400990642659
398.0;54.647747060328214
399.0;46.68652426174497
400.0;32.40108643056371
401.0;46.026197464365765
402.0;47.664216090407365
403.0;45.89989609128736
404.0;30.666724139791143
405.0;41.28838229028416
406.0;45.29365847797261
407.0;42.341847264126706
408.0;45.467247769296236
409.0;43.31548765298437
410.0;46.28409422874787
411.0;47.763970635579795
412.0;41.36025136856196
413.0;28.049309241184787
414.0;42.51043691704648
415.0;43.71061888788996
416.0;45.231784925683115
417.0;43.561859078843675
418.0;36.20944493757254
419.0;49.77533316986137
420.0;29.93508741176432
421.0;44.779124911354344
422.0;44.935148654526785
423.0;59.441159250348264
424.0;40.367699648495424
425.0;46.66582294587317
426.0;49.99039587593242
427.0;43.96059893761215
428.0;40.95394335702535
429.0;49.29967658838583
430.0;49.64106011680194
431.0;47.001869403181296
432.0;40.197871636444695
433.0;49.167236414426945
434.0;37.387737529269415
435.0;29.52294255922132
436.0;42.564351153132506
437.0;45.18560921517851
438.0;42.235871668210386
439.0;46.28132315227037
440.0;33.528268396129405
441.0;42.159221517488724
442.0;45.97058415064449
443.0;47.25295699209403
444.0;41.45531144210519
445.0;31.084432777210573
446.0;45.57211774633714
447.0;47.94930132061204
448.0;45.01862526335594
449.0;28.289608028083094
450.0;44.991323054788275
451.0;49.8662634494026
452.0;29.99570687688597
453.0;43.13724552900084
454.0;49.256766803305524
455.0;41.77942668141346
456.0;43.312472825043535
457.0;46.18437102565656
458.0;45.40781425664192
459.0;45.186067391793394
460.0;46.81052864028182
461.0;41.29772125526557
462.0;41.9772825100639
463.0;48.95443631575037
464.0;40.081532996861554
465.0;44.370248438041585
466.0;47.840353093417335
467.0;42.67957925353646
468.0;44.29925825670527
469.0;55.65092199578691
470.0;43.549341531745405
471.0;45.39385721033098
472.0;34.06944596241071
473.0;53.68857899005444
474.0;42.08106420512556
475.0;34.65910617870675
476.0;62.239843307138656
477.0;46.78560571267457
478.0;49.97774621805557
479.0;48.69577763257598
480.0;61.530725449826036
481.0;40.603977066618974
482.0;46.405900353013564
483.0;46.76610103577502
484.0;48.90329393756939
485.0;49.194487773506324
486.0;30.305202602933463
487.0;49.08340113435157
488.0;49.563193331656265
489.0;40.50301028073024
490.0;31.77830377329731
491.0;42.136831702380334
492.0;44.258048216815865
493.0;36.53049937162402
494.0;55.641680803782435
495.0;46.5263301472511
496.0;46.251683632732785
497.0;46.27468818788
498.0;46.02073040093009
499.0;44.913448639531
500.0;36.94028809328055
501.0;40.85203244916266
502.0;49.45668088878301
503.0;57.34797544622573
504.0;41.37031221425442
505.0;60.29685566368746
506.0;40.948786519885175
507.0;42.97180707377736
508.0;47.25272258378422
509.0;46.3264642947091
510.0;40.129752564989616
511.0;28.26125225980867
512.0;46.334375074759976
513.0;48.92837098676227
514.0;48.901032677871164
515.0;48.907094483474225
516.0;49.92567577449491
517.0;42.694881704820986
518.0;44.15619684221425
519.0;46.82003524007083
520.0;29.461307128310146
521.0;53.117152388368524
522.0;45.393270186257375
523.0;34.41593723256869
524.0;40.4984422783654
525.0;41.0293711619768
526.0;47.48521151694064
527.0;49.71204165702125
528.0;34.555564751314606
529.0;44.391613713243856
530.0;36.33985584793334
531.0;47.32425680525069
532.0;41.08141857468452
533.0;40.44399880833226
534.0;58.94109518157054
535.0;49.67016965292923
536.0;48.8740012045052
537.0;47.65737074336175
538.0;44.27948848016236
539.0;48.186291946598644
540.0;36.73039018042794
541.0;41.708303180907926
542.0;43.88563486093052
543.0;45.25744945694757
544.0;53.336164356115496
545.0;40.19913368399608
546.0;55.14217681660187
547.0;59.314627759376044
548.0;48.09436141005333
549.0;41.72826438880955
550.0;33.28109738279687
551.0;46.966083120231936
552.0;49.34589597888289
553.0;43.54161799997149
554.0;53.06322646420756
555.0;48.03082080002912
556.0;48.12677177694349
557.0;44.47985236086781
558.0;46.45942096761069
559.0;46.65936850422649
560.0;40.10704798843961
561.0;46.88234236925411
562.0;45.37005645618797
563.0;42.23989355824604
564.0;40.87835917122051
565.0;42.504659023552406
566.0;41.59404461746172
567.0;46.62615260540224
568.0;42.86466713829849
569.0;40.32768027490987
570.0;45.69468800251028
571.0;40.84383474268808
572.0;46.8206740660585
573.0;44.14487418380176
574.0;41.90729279521186
575.0;60.92963498017191
576.0;36.1232906745307
577.0;46.41630128354397
578.0;30.17580744766405
579.0;47.041990915546286
580.0;40.15365217435992
581.0;40.12804070952499
582.0;59.72250817437269
583.0;42.92713839253467
584.0;40.611115650615005
585.0;55.183086827889596
586.0;41.17187413380332
587.0;53.74664965849883
588.0;29.61561259555387
589.0;44.101167853970104
590.0;49.65648688805098
591.0;42.500070020375944
592.0;58.948627998464104
593.0;45.709492849934016
594.0;41.55645722057985
595.0;44.76470824909619
596.0;41.18098719307213
597.0;45.73921361089959
598.0;60.26016203862684
599.0;35.98823206881488
600.0;35.15106927714567
601.0;57.07546722334257
602.0;47.99607354684991
603.0;46.34986086982356
604.0;49.63608669925682
605.0;45.09545896701412
606.0;49.041342283660406
607.0;44.22153921119346
608.0;41.53382952635216
609.0;33.85078812591619
610.0;47.5195713120326
611.0;28.426878851051704
612.0;41.784045328582636
613.0;36.598717716488636
614.0;61.09651295647546
615.0;44.14258563773633
616.0;44.06541014611949
617.0;45.288393920891885
618.0;48.930279040859986
619.0;43.272975363286676
620.0;44.91258742114982
621.0;48.85181445608322
622.0;43.424271412481275
623.0;40.552175365831026
624.0;56.19424689024615
625.0;47.52589090427979
626.0;41.75289753418321
627.0;43.66354207227993
628.0;46.274272416834705
629.0;44.538781190654426
630.0;47.14174757832915
631.0;44.89831493105989
632.0;43.67123030129177
633.0;42.52565535755033
634.0;42.50169694943969
635.0;42.05711065791484
636.0;47.445704118817424
637.0;43.44037117931205
638.0;43.68228277835447
639.0;40.58846031923475
640.0;41.70300974394118
641.0;48.35126344060203
642.0;43.53796344179949
643.0;58.50447795692956
644.0;54.660163926440305
645.0;45.76482320872013
646.0;48.37480374149139
647.0;40.298753905250265
648.0;54.61407833314836
649.0;61.89144076896328
650.0;47.49189623352048
651.0;48.895176897887566
652.0;43.591595603373285
653.0;40.39905925346031
654.0;44.15773540137568
655.0;46.30459753583131
656.0;44.04056389408754
657.0;42.23871218021708
658.0;44.71937016860025
659.0;29.66401269687873
660.0;43.1269846184683
661.0;46.100733917660655
662.0;42.34503081244775
663.0;44.36134056124808
664.0;41.01950852100291
665.0;49.361762312755005
666.0;46.060987560631844
667.0;43.383917226626245
668.0;48.476699053329824
669.0;47.78416773758907
670.0;42.84208327238076
671.0;44.43277925079195
672.0;35.65364303193593
673.0;37.04338221979755
674.0;45.27290977329067
675.0;48.63155378889768
676.0;48.29415670346365
677.0;44.405919515374194
678.0;49.604041275789115
679.0;54.06118931223335
680.0;49.116048401920054
681.0;46.125450607661904
682.0;36.87254838147885
683.0;44.45269950006389
684.0;34.62819025249632
685.0;57.025951763554716
686.0;58.09745547385714
687.0;45.39891019958631
688.0;33.48829495691875
689.0;45.472563084027925
690.0;47.50881369886845
691.0;53.48643738847718
692.0;41.923938648208505
693.0;27.82510789160822
694.0;46.01456316489973
695.0;46.50463273945591
696.0;41.54050300011622
697.0;43.013973004120544
698.0;41.342665762156486
699.0;48.08848022223973
700.0;49.073768634175124
701.0;47.99739482540208
702.0;31.709283228022116
703.0;48.77556293186214
704.0;43.86980205060628
705.0;44.31336405090582
706.0;41.62277767247756
707.0;42.15845515666019
708.0;46.20623244659564
709.0;54.583959432599684
710.0;48.22506262514155
711.0;33.27110871040963
712.0;41.82539619142568
713.0;47.13613196143671
714.0;56.52650983447477
715.0;46.67835994250628
716.0;58.092742257161525
717.0;43.97200350043863
718.0;40.698287260265765
719.0;49.895834632705416
720.0;60.70319903595015
721.0;44.21821680521909
722.0;48.08472536163679
723.0;44.39951003995178
724.0;49.20788661826002
725.0;36.32824438266909
726.0;42.661235077151204
727.0;43.55729444920254
728.0;42.007449219715255
729.0;46.05486028842837
730.0;49.796656314690786
731.0;42.57057231641974
732.0;46.954149640916874
733.0;41.690227816914984
734.0;41.36388914045663
735.0;48.98764615349509
736.0;57.886077826582685
737.0;49.18331895734469
738.0;52.935551462506204
739.0;41.257415289890176
740.0;40.53581122442709
741.0;54.06797227520935
742.0;49.108996415281666
743.0;43.321028670584155
744.0;42.6182106955642
745.0;52.84532776588644
746.0;41.11551843067884
747.0;36.42935914878393
748.0;43.23460470828152
749.0;44.16446982156128
750.0;30.345044431771115
751.0;40.8676918626411
752.0;43.04840340701332
753.0;55.64989351410297
754.0;48.79763147989878
755.0;40.15887562732112
756.0;55.153082385556544
757.0;46.046056356825616
758.0;44.43298089523057
759.0;41.28194607734204
760.0;46.15830211617824
761.0;43.20813087610216
762.0;49.46800359396756
763.0;41.886153224548586
764.0;49.10492836910214
765.0;43.62925556549864
766.0;44.14900268937719
767.0;47.096505143290706
768.0;40.976659841143885
769.0;43.90957131219983
770.0;40.22735275864307
771.0;36.25494281940993
772.0;28.330406014291363
773.0;46.31885253410409
774.0;46.55820081188285
775.0;33.564390354966356
776.0;42.86812264085529
777.0;45.44334265015207
778.0;43.038249465976214
779.0;30.418667275913364
780.0;44.75765224114891
781.0;42.05232576129616
782.0;44.155340755245156
783.0;40.62501381041696
784.0;36.07621453600407
785.0;46.47743412309247
786.0;47.70389264755237
787.0;41.221094334215636
788.0;44.50535941753101
789.0;45.81505670529041
790.0;41.71736098786886
791.0;43.700225788027694
792.0;55.67248738232462
793.0;53.49026124805988
794.0;41.47915906942024
795.0;62.05064640093566
796.0;48.46001890397367
797.0;48.00763074950332
798.0;44.257036182768424
799.0;30.26223704664873
800.0;57.35696048637227
801.0;48.13935374362647
802.0;41.74804891247524
803.0;34.834006098254655
804.0;45.86919763485741
805.0;44.91557458495045
806.0;45.01343913671045
807.0;58.97763686801466
808.0;33.6394232891529
809.0;40.21939148562144
810.0;56.69595201689468
811.0;49.098326576721526
812.0;57.067980413618066
813.0;33.451913765885365
814.0;46.05274625515702
815.0;43.595644582804404
816.0;60.407229298513606
817.0;42.5550109393729
818.0;58.62863586247792
819.0;42.23789673049466
820.0;48.16382299506314
821.0;48.718273235462966
822.0;43.422926346751474
823.0;46.283673850121374
824.0;61.521953172169
825.0;55.626434863056474
826.0;45.49140216637396
827.0;45.276516190399704
828.0;48.01388547806238
829.0;46.50174569966221
830.0;47.718994902529595
831.0;44.82929727196215
832.0;40.51313196839207
833.0;41.040297665908575
834.0;48.620180334442
835.0;43.454124638557545
836.0;49.222005796317866
837.0;43.802487202300256
838.0;42.717849849664674
839.0;45.04465071760406
840.0;41.96085767692791
841.0;40.23975605157371
842.0;49.74692665048835
843.0;49.90454935187154
844.0;44.698152803952475
845.0;61.75286167269891
846.0;41.862334107305166
847.0;41.134686296275696
848.0;58.928023933216686
849.0;55.58280757512936
850.0;43.63358265434483
851.0;31.402818271134016
852.0;28.94278096956053
853.0;41.982165077985364
854.0;48.5644517704012
855.0;48.07082106457358
856.0;43.41490771716281
857.0;46.206196655829665
858.0;40.92753933954554
859.0;47.2460274235976
860.0;41.27971849444353
861.0;46.9846127631875
862.0;45.07724820031811
863.0;61.614567753654676
864.0;29.583338761034618
865.0;46.74433354483714
866.0;45.39671676989656
867.0;36.65345587120045
868.0;48.40435984977641
869.0;43.19599247490078
870.0;42.0769743593692
871.0;30.456035891631103
872.0;42.22387082450481
873.0;45.56195175616428
874.0;42.80757977572824
875.0;60.10118999374281
876.0;54.30763289007788
877.0;43.856933512416674
878.0;40.846626611826785
879.0;42.801346432246234
880.0;52.647904734329515
881.0;41.42229340995322
882.0;46.806993834150354
883.0;49.35426531918027
884.0;42.582554327425335
885.0;53.35851368103571
886.0;36.39384959114615
887.0;44.02391175065114
888.0;49.34401075885968
889.0;47.13198035366344
890.0;40.84803887242714
891.0;57.18075513960513
892.0;40.1407060505205
893.0;32.56622314804456
894.0;30.648300118629123
895.0;45.47805455279481
896.0;48.99536481895367
897.0;45.28003538175298
898.0;49.529883661517786
899.0;40.0622392302674
900.0;57.3937228375287
901.0;47.53124270394957
902.0;48.800516253940245
903.0;46.786577220376124
904.0;45.23330283727876
905.0;40.057545304764325
906.0;41.46588274724506
907.0;30.550449370924554
908.0;35.50513051229682
909.0;41.97268131105627
910.0;46.044204515200676
911.0;42.05362777025005
912.0;44.82164740533767
913.0;43.3613148027671
914.0;28.24670731080188
915.0;44.800621557776665
916.0;59.23029021374081
917.0;41.32507725866655
918.0;49.427865696022536
919.0;42.46045259333991
920.0;40.05202455271924
921.0;49.32356904527165
922.0;29.424336938129407
923.0;49.48733559611489
924.0;32.57260123645982
925.0;28.902945165079558
926.0;34.30331985984044
927.0;46.05109820000044
928.0;28.165562083912576
929.0;45.85047702700304
930.0;45.43621473465464
931.0;54.16031531864163
932.0;37.31286833501447
933.0;40.55743473770803
934.0;40.9489535677248
935.0;55.892541385352246
936.0;40.80251022390158
937.0;40.944505340478884
938.0;48.73909650619363
939.0;53.37590753682456
940.0;31.60822997628226
941.0;49.474249040485105
942.0;53.8244438000027
943.0;47.79433242235421
944.0;45.88494969858144
945.0;45.25830476988054
946.0;43.69799972588346
947.0;56.317831724314665
948.0;43.70856781303032
949.0;41.11229997951635
950.0;40.52260844851424
951.0;54.77135885342095
952.0;41.278565562814386
953.0;33.842477922401955
954.0;41.274161950010935
955.0;42.89359678397084
956.0;56.74206829651321
957.0;47.82082701344403
958.0;43.963654374049185
959.0;46.851379241878945
960.0;49.09982613248259
961.0;46.51235438778082
962.0;31.519746635656347
963.0;42.950380700014804
964.0;33.12281582562433
965.0;47.58306707716617
966.0;44.68414431906296
967.0;48.05171493247511
968.0;41.201546108339016
969.0;41.742449382708834
970.0;31.162381886018906
971.0;58.84069754202572
972.0;47.26356914676374
973.0;46.02439782026524
974.0;43.67907167936372
975.0;41.3567044460837
976.0;55.880263945861344
977.0;34.54918161952283
978.0;42.81450844926089
979.0;42.923281892902615
980.0;42.90692783891102
981.0;27.726678356131217
982.0;34.147553598072214
983.0;46.70047056501638
984.0;55.81113523970079
985.0;54.96979806735271
986.0;49.451985073165034
987.0;47.08258523729546
988.0;42.58602979112181
989.0;46.666533829649694
990.0;46.29817208479495
991.0;29.39563645122741
992.0;46.824436579185594
993.0;36.25401735115743
994.0;32.603984023554226
995.0;35.47812091563303
996.0;46.54147514892176
997.0;47.022577202146465
998.0;52.73621291788251
999.0;45.66526262756997
1000.0;43.60746192115924
1001.0;41.33140651994501
1002.0;46.66879642193025
1003.0;41.25758025029091
1004.0;49.41207683691347
1005.0;31.8474003697182
1006.0;43.68923792372015
1007.0;43.65024643515198
1008.0;45.00238038830135
1009.0;31.352336826687207
1010.0;41.90224066052987
1011.0;43.95983475053655
1012.0;54.385383511550515
1013.0;27.61712391506343
1014.0;44.14034964597309
1015.0;49.20099020051541
1016.0;47.7291107249842
1017.0;35.43861754072842
1018.0;49.04511725109046
1019.0;45.610948883053034
1020.0;42.448088060161794
1021.0;47.5058606912828
1022.0;44.92982722193558
1023.0;57.08582412345176
1024.0;43.57885239148759
1025.0;43.794258541626895
1026.0;45.25616486870635
1027.0;49.98550396741115
1028.0;46.860671080199786
1029.0;53.0495931447869
1030.0;32.558441134796794
1031.0;42.339815060126
1032.0;42.333084506680564
1033.0;41.34392775010885
1034.0;52.75956255194838
1035.0;46.61467220574343
1036.0;47.55985876702382
1037.0;40.73633458034672
1038.0;53.957899413081705
1039.0;32.41956916216857
1040.0;42.10192316713778
1041.0;41.60142515565702
1042.0;47.607953635434875
1043.0;48.90501668446265
1044.0;46.731250270439446
1045.0;45.11570952898209
1046.0;48.41507130835057
1047.0;46.68739518012383
1048.0;53.08616327425305
1049.0;28.747564132973494
1050.0;61.944262275015845
1051.0;41.62901675862928
1052.0;53.403050930932956
1053.0;40.400404159216464
1054.0;46.24777967086196
1055.0;45.661402049344474
1056.0;41.24873691737948
1057.0;43.34019914590878
1058.0;44.51559989441922
1059.0;48.6608858233289
1060.0;47.64978993867925
1061.0;56.894168190815996
1062.0;44.6529602370665
1063.0;43.15278953790946
1064.0;47.29767127840967
1065.0;47.83921482832399
1066.0;41.803551616220595
1067.0;46.858574211999866
1068.0;46.45047131128342
1069.0;48.502762211335536
1070.0;41.947692063960915
1071.0;31.801713731484625
1072.0;41.79463550275085
1073.0;41.7207452547457
1074.0;43.81518664888125
1075.0;42.08375762235743
1076.0;42.81395366869791
1077.0;41.36481141169881
1078.0;48.00666203155252
1079.0;40.13563515946677
1080.0;49.60256119937227
1081.0;46.24380616138702
1082.0;46.31707350401459
1083.0;45.20886745196701
1084.0;57.08031280889156
1085.0;40.68619988075196
1086.0;40.20546581136746
1087.0;45.69716164495653
1088.0;40.309335336546035
1089.0;41.73982051803505
1090.0;47.40842420236085
1091.0;49.7254696257275
1092.0;40.77656076956561
1093.0;46.876431033638525
1094.0;42.07582105255685
1095.0;42.256375888283294
1096.0;43.20915110887199
1097.0;43.47644989599745
1098.0;47.40345297174092
1099.0;47.784463503988746
1100.0;44.04115204012122
1101.0;47.43657702158813
1102.0;40.730374926853365
1103.0;45.43406398805709
1104.0;46.610352174411005
1105.0;47.20582119007161
1106.0;41.55956309963254
1107.0;30.45289551286713
1108.0;43.436766675772745
1109.0;52.86773178457165
1110.0;29.69532483463359
1111.0;46.98941964249235
1112.0;31.41774528918976
1113.0;30.80725469201994
1114.0;60.433277693374045
1115.0;48.63554228667305
1116.0;40.23748870701055
1117.0;44.28351242499089
1118.0;53.363504048098974
1119.0;29.6780176077974
1120.0;42.916615960438705
1121.0;55.733190300607376
1122.0;48.63728200804115
1123.0;41.959946605796524
1124.0;47.04607549018398
1125.0;31.834805829230554
1126.0;30.067843533336088
1127.0;46.349762990193
1128.0;49.15767940429872
1129.0;27.867286553145455
1130.0;46.02205661083009
1131.0;35.4966877593383
1132.0;42.5514783212391
1133.0;32.539548745643955
1134.0;59.6649204677309
1135.0;48.30856036593653
1136.0;47.12453023257047
1137.0;46.8390108436049
1138.0;41.071635346879674
1139.0;49.77052205195534
1140.0;42.410615283043384
1141.0;48.55772606500774
1142.0;45.035180611580756
1143.0;45.24776251877352
1144.0;48.18381416694482
1145.0;30.167380069517804
1146.0;57.57285483633487
1147.0;49.56708083571404
1148.0;40.19538296987534
1149.0;45.47249741184226
1150.0;47.46012455876392
