Value;Давление масла
134.0;2.6374147452124235
135.0;2.980465387121266
136.0;2.8016563171459232
137.0;3.072488545770458
138.0;3.1812034697342835
139.0;2.9139908873817006
140.0;3.4145672918806813
141.0;3.2504178052966575
142.0;2.0720509919697228
143.0;3.1788410775631633
144.0;2.2553353706777113
145.0;1.7328154284301824
146.0;2.835574279043684
147.0;4.372509352295879
148.0;3.504964959993303
149.0;2.508765015627771
150.0;3.429322366229024
151.0;3.3477372334204176
152.0;3.2853800075722646
153.0;2.5211995541524366
154.0;3.9659525474505632
155.0;2.9415904542716804
156.0;2.625348701657657
157.0;3.3416722727300607
158.0;3.2608995227317097
159.0;1.8361940173803757
160.0;3.268240858891657
161.0;2.8027960644964467
162.0;3.231512458459405
163.0;2.576583604368827
164.0;2.7324238138704406
165.0;3.0800738334088464
166.0;3.409526195794817
167.0;1.8092676938457375
168.0;3.4237642873075833
169.0;2.5326688761380964
170.0;2.8982621624963856
171.0;4.236133058235207
172.0;2.6144213407440557
173.0;2.8305125740286234
174.0;2.871515822843507
175.0;3.4524428252966413
176.0;2.902744945538069
177.0;3.255234264772368
178.0;2.88637615022065
179.0;1.651733265165773
180.0;3.0235552059247324
181.0;2.954584927803043
182.0;2.574082304488842
183.0;3.063235922242783
184.0;4.194868035587622
185.0;2.7199465770911715
186.0;4.370936015752244
187.0;3.600267046858325
188.0;3.7201027520333545
189.0;2.791874313232927
190.0;3.4475885896759286
191.0;2.9499005113738344
192.0;3.2575275044723315
193.0;2.886020600254737
194.0;2.6294100304652543
195.0;3.0286552246780003
196.0;2.9413685226770596
197.0;2.096366274103679
198.0;2.9920078403751456
199.0;2.599396869166296
200.0;3.298834109015956
201.0;2.313802126070793
202.0;3.468243098896498
203.0;3.1106994457476995
204.0;2.4614173614012973
205.0;2.4608140628189026
206.0;3.2453376801408758
207.0;3.0692611188020784
208.0;2.610724947933144
209.0;2.1231511507645022
210.0;2.5249681837552203
211.0;3.2573313834734945
212.0;2.2927006132052026
213.0;2.9210676243713647
214.0;2.398501978654641
215.0;3.3139048644565086
216.0;3.400115303160104
217.0;3.2982140734993486
218.0;2.5364434479438067
219.0;3.3943161977633833
220.0;2.667719235851603
221.0;2.6631110103009017
222.0;3.39657956362611
223.0;2.708576928310297
224.0;3.2907072123156778
225.0;2.850011784494201
226.0;3.3290195045841515
227.0;2.7015607067793463
228.0;4.2174282961173
229.0;3.392030845808388
230.0;3.38869322642416
231.0;3.1611033881291117
232.0;3.1218360340766704
233.0;1.757117489230152
234.0;2.739932448998925
235.0;3.35231447709637
236.0;3.3698366926445793
237.0;2.593639460575879
238.0;3.390769871718882
239.0;3.439075272781856
240.0;3.8250793526045506
241.0;2.6515544732290497
242.0;2.975250311061392
243.0;2.702876442198005
244.0;3.4046808177835715
245.0;2.824846175543944
246.0;3.183924913475149
247.0;3.362446781152231
248.0;3.4978534390748828
249.0;3.147608424676289
250.0;3.203354260035003
251.0;1.631219039491751
252.0;3.4384524553687514
253.0;3.423257575389629
254.0;2.5510880253556554
255.0;2.195079498253786
256.0;3.457836034303183
257.0;4.369552591171114
258.0;2.6018208409646606
259.0;3.6948341360682533
260.0;2.9222462265988116
261.0;1.989938949308645
262.0;2.761106829445307
263.0;3.4253508728610944
264.0;3.2137147281317953
265.0;3.2881293284852737
266.0;3.0340950741652524
267.0;3.25774381027943
268.0;2.572174716294232
269.0;3.284318789348801
270.0;2.590622029740614
271.0;3.028067285795526
272.0;2.667602421110896
273.0;2.9709660308651467
274.0;2.5663624560583522
275.0;2.0867133620759275
276.0;2.510374484031189
277.0;2.7462255842412917
278.0;2.5773446982139387
279.0;2.6403319211261103
280.0;2.6169264870582674
281.0;2.9909581658921836
282.0;2.5598883669213413
283.0;2.8298612150895783
284.0;2.937863310065982
285.0;3.149765721776755
286.0;2.5911950209160772
287.0;3.423664197535424
288.0;2.8762181923497114
289.0;3.415257780478113
290.0;3.209782618894349
291.0;2.9894938616048448
292.0;2.809397731278768
293.0;2.542652156368337
294.0;2.7049096212203168
295.0;2.8607494974471974
296.0;3.4076220335397513
297.0;3.4895058925747824
298.0;2.1810483933861926
299.0;3.2301075068481535
300.0;2.7490891814492047
301.0;2.8538807411143567
302.0;3.3989678755845567
303.0;3.3475442507280677
304.0;4.279214781393309
305.0;2.6095913379076703
306.0;2.9924486278180145
307.0;3.4884513713535514
308.0;3.3278326401689773
309.0;2.787656921901804
310.0;3.1844949786445573
311.0;2.6946785928823487
312.0;3.0677674731964037
313.0;3.4180774382720305
314.0;2.9954020666862364
315.0;2.9856575701192525
316.0;3.291316161271105
317.0;3.3453772543019524
318.0;2.9921699342126407
319.0;2.9379364856813317
320.0;3.109748866341895
321.0;2.846083342642906
322.0;3.5171282039105236
323.0;4.0396353246357055
324.0;3.858864771408938
325.0;2.8026601655471763
326.0;3.4491030820027073
327.0;2.9953666718502325
328.0;2.9904475345714925
329.0;3.032804267296662
330.0;3.3847756725312506
331.0;3.4974961482685893
332.0;2.5085827461796826
333.0;2.768245285516263
334.0;3.37535873083097
335.0;2.9957980631583467
336.0;2.5417601534678727
337.0;2.6246676770895165
338.0;2.841172606266391
339.0;3.1112165971650354
340.0;3.2470621104187223
341.0;2.7762357739276364
342.0;2.566454682973735
343.0;2.684604894724597
344.0;2.8840435106773517
345.0;3.15054793108586
346.0;4.18760505320553
347.0;3.0230801628603694
348.0;3.4798899876831024
349.0;3.1560550527972526
350.0;3.4499997351072116
351.0;3.203141927212878
352.0;3.1281596106844365
353.0;3.2071452700460705
354.0;4.072854611738277
355.0;3.6565996909391902
356.0;1.953683795509411
357.0;4.00084547216073
358.0;3.8111515731464505
359.0;3.091020840337495
360.0;3.0254625296047064
361.0;2.9812003756796663
362.0;2.875677567281964
363.0;2.957646164125226
364.0;2.517152315650682
365.0;3.086656855330495
366.0;3.2083245658225015
367.0;1.9053204398769679
368.0;3.8116363367046153
369.0;3.016878942988736
370.0;3.981181014483135
371.0;3.191685679444758
372.0;3.0495282409636433
373.0;3.252000020906072
374.0;3.0150618218109515
375.0;2.959933788902181
376.0;2.6634105361476434
377.0;3.267658473829747
378.0;3.42869445953181
379.0;3.4913138079068506
380.0;2.8105227104044603
381.0;2.521261981211873
382.0;3.060261777310302
383.0;3.3045499118153585
384.0;2.8303192188372996
385.0;3.4290063550853893
386.0;3.8946095444283033
387.0;3.3795992332692633
388.0;2.6206733256222194
389.0;2.2202840192393984
390.0;2.686340299712279
391.0;2.6300532083909687
392.0;2.89135403448417
393.0;3.0580436619754474
394.0;4.339934297405774
395.0;2.3391360221619175
396.0;3.0077258088706733
397.0;3.345101954586258
398.0;3.4179488695740754
399.0;3.5247197102814325
400.0;2.560905326122794
401.0;2.6626219819874097
402.0;2.5138070529712735
403.0;3.8935234863886405
404.0;2.731594822801103
405.0;3.5892662548758003
406.0;3.471650613121283
407.0;2.869535562435334
408.0;3.2549904580738853
409.0;3.3917962716211325
410.0;2.900304952237485
411.0;2.5766573500698042
412.0;3.3313748834425816
413.0;2.6686249602406202
414.0;3.1303122862783694
415.0;3.4950913956847067
416.0;2.9487777261145403
417.0;3.488800510791582
418.0;3.284970788659603
419.0;2.847734003826102
420.0;2.683459171769666
421.0;2.56038652663502
422.0;2.9293579358886555
423.0;3.0727727602388026
424.0;3.04860609150865
425.0;2.5034731160305363
426.0;1.8118010811293948
427.0;2.532901502904248
428.0;4.250534162565527
429.0;2.7582721113647475
430.0;2.7645297708890895
431.0;3.3716498993183723
432.0;2.390506915064506
433.0;3.955234903628923
434.0;2.678623033822433
435.0;3.0031846811007115
436.0;3.397634636132566
437.0;2.9858487956871436
438.0;2.685610069041922
439.0;2.6508685598248074
440.0;4.224350398528607
441.0;2.6675647315596738
442.0;2.640417371344656
443.0;4.102981466178732
444.0;2.561371042890957
445.0;3.8079405515422273
446.0;3.6671866419829113
447.0;3.135959937461826
448.0;2.921159162970812
449.0;2.6773622118691334
450.0;3.0648391258073095
451.0;2.5715568177932497
452.0;2.183964922631519
453.0;2.8199097971787253
454.0;2.6237812620218732
455.0;3.4900887899196418
456.0;2.6713718471261627
457.0;2.9953606407531113
458.0;4.203009130254059
459.0;3.303298764263389
460.0;2.912390678508242
461.0;3.482819051100932
462.0;3.09887985508519
463.0;2.4055725829960943
464.0;3.0961613049219636
465.0;2.7706931480303507
466.0;2.7658144047635904
467.0;3.3572771737573155
468.0;3.5851378368582374
469.0;3.2091917349716836
470.0;3.459400934573466
471.0;4.280614305896877
472.0;2.9339602627448618
473.0;3.4622640013507695
474.0;3.2633140486943177
475.0;3.1321290188006534
476.0;3.3479895894157283
477.0;3.683456284800253
478.0;3.3779660043452244
479.0;3.135197375870254
480.0;3.571401415147429
481.0;3.4605419260109604
482.0;3.1157504276455
483.0;3.1078662843779132
484.0;4.2154861647297945
485.0;3.2025902861069175
486.0;3.0126060070873497
487.0;1.6669900903973538
488.0;3.3417783230991667
489.0;4.09272101561141
490.0;3.179179375034416
491.0;2.8461179978677884
492.0;2.988050512180307
493.0;1.7765339127300601
494.0;2.5994315120764124
495.0;1.6255436769048814
496.0;2.608135279366619
497.0;3.37768920995253
498.0;2.5464143755452024
499.0;3.4169454003953366
500.0;3.4251509506985522
501.0;3.0328391649233675
502.0;2.517711818208179
503.0;3.1492537789914565
504.0;2.9489678739196807
505.0;2.1441265448432945
506.0;4.003111384937371
507.0;2.680348944861702
508.0;1.7577984027738003
509.0;3.252427676671946
510.0;3.7752991131048557
511.0;1.7846391861023494
512.0;4.155003833835871
513.0;3.265720729582926
514.0;3.110501879024649
515.0;3.222102406101217
516.0;2.919924044563865
517.0;3.8674438416293015
518.0;4.335707712757596
519.0;1.9239208711182014
520.0;2.8216625778275324
521.0;3.172103253971289
522.0;3.1526533969204182
523.0;4.231102812847957
524.0;2.514541047444647
525.0;3.135177396292881
526.0;3.018498484578074
527.0;2.72010819395828
528.0;3.3667831510227266
529.0;2.301865097933135
530.0;2.752018196393814
531.0;3.4145020943246696
532.0;3.3263021569450744
533.0;2.5553695265117855
534.0;2.534219945217919
535.0;2.603502809864408
536.0;2.974296905767891
537.0;2.402363325018434
538.0;3.4218833918442733
539.0;2.665704526676465
540.0;2.535305568474383
541.0;3.2468022504701155
542.0;2.5354334086865133
543.0;2.608009783633496
544.0;2.866708792710264
545.0;3.049915616395947
546.0;2.8280272334266
547.0;3.0089213269734665
548.0;3.2828640002777725
549.0;2.8269133947704495
550.0;3.204669789499366
551.0;2.7669177059545658
552.0;3.035727801278078
553.0;3.4649765927767824
554.0;2.7589202152248324
555.0;3.0099564661677682
556.0;3.3340926967420117
557.0;2.9242157976887277
558.0;3.227490977811722
559.0;3.28415554963168
560.0;2.6936089695950933
561.0;3.439112636182301
562.0;2.574266925836444
563.0;2.0102396704648524
564.0;3.0749523242553347
565.0;2.7288443735591548
566.0;3.7675173469699916
567.0;1.9183020909552964
568.0;2.306762414453185
569.0;2.777551371762795
570.0;2.8629298576515403
571.0;2.5415133918687243
572.0;3.1458421847493008
573.0;2.984975752419893
574.0;3.36058529490765
575.0;2.992018506928731
576.0;2.53763934199879
577.0;3.030324283152147
578.0;3.051588590842303
579.0;3.4995929147693814
580.0;2.6233090924703006
581.0;1.803112328752555
582.0;3.3044446232609763
583.0;3.138603844388537
584.0;3.4364681488223354
585.0;3.214607430918235
586.0;3.152932105573001
587.0;3.439677734504577
588.0;2.8216997454557435
589.0;2.7981530412771205
590.0;2.7572813007137134
591.0;1.7931887783659541
592.0;2.645920701525083
593.0;3.4770266803669205
594.0;2.2814480186993804
595.0;3.243552728674532
596.0;3.5306667436683403
597.0;4.327061189908019
598.0;4.324641506607101
599.0;4.174131754000392
600.0;2.898403035904365
601.0;2.503555909123191
602.0;2.564593446359888
603.0;2.9979542799111876
604.0;2.4132657310859797
605.0;2.5966864778883307
606.0;2.077927540145107
607.0;2.561329579478059
608.0;3.0379167246790195
609.0;2.175645937936035
610.0;3.4518436985274508
611.0;3.4833330660734267
612.0;2.6222291079178794
613.0;3.6864550118030923
614.0;3.266879657088397
615.0;2.8916776321972044
616.0;2.9545660821938164
617.0;3.4387490509856824
618.0;2.1581562008885964
619.0;2.6719340416896653
620.0;2.7499470610440264
621.0;3.2903362402092995
622.0;3.275725647954486
623.0;3.1781938316208835
624.0;2.8122133964643914
625.0;3.849941733080859
626.0;3.133943884014675
627.0;2.8268890016744956
628.0;3.0059799894673294
629.0;3.2901248511045673
630.0;4.017498416202355
631.0;3.2537007181919413
632.0;2.7142431381745533
633.0;3.674355042299185
634.0;3.237364675576358
635.0;3.418319131343609
636.0;3.888920677654048
637.0;3.2887468524541728
638.0;2.8185745662938744
639.0;3.0379261280258696
640.0;3.6315977738020075
641.0;3.9719067595762625
642.0;2.706043261378195
643.0;2.192212617427057
644.0;2.6857218930664333
645.0;3.6172084434919025
646.0;3.0444028374633287
647.0;3.2386740374803527
648.0;3.181267816418118
649.0;2.7257083799884003
650.0;3.4518129922254994
651.0;3.510139190017583
652.0;2.6450695168982366
653.0;3.413388560052245
654.0;2.6566206146653375
655.0;3.389693126889645
656.0;2.0205296511409627
657.0;2.9256378071890135
658.0;2.7041406725091126
659.0;2.851588639311172
660.0;2.1657800242619905
661.0;2.6528761344637957
662.0;2.690435769753533
663.0;2.83912749567143
664.0;4.0550648668446065
665.0;2.5789753071757637
666.0;3.373880707897937
667.0;2.626343385501074
668.0;3.3990526885464716
669.0;2.5203902021327504
670.0;3.243044296070818
671.0;2.5962271375460593
672.0;3.2422080492669543
673.0;3.1568467214051465
674.0;3.4323998260615585
675.0;3.2863545389766355
676.0;2.5507267247887957
677.0;3.4345350507993997
678.0;3.64505234583157
679.0;4.260876772640666
680.0;2.5247038778255995
681.0;3.2641790136702444
682.0;3.7100410323860618
683.0;3.3698345460663788
684.0;3.053807717840288
685.0;3.892818429031763
686.0;2.8937285746694563
687.0;2.8931688018065853
688.0;1.822346978219826
689.0;2.7008494943931285
690.0;3.37712862865176
691.0;2.803960680190571
692.0;3.4471499520772797
693.0;2.955232273434504
694.0;2.840823896903998
695.0;2.6803681098728926
696.0;2.6624090098236053
697.0;2.951006242989586
698.0;2.858766284931001
699.0;3.1236214866585845
700.0;3.3614070155277256
701.0;2.912882205983065
702.0;2.717959992954129
703.0;2.671491038164711
704.0;3.444972135443844
705.0;2.9210947607175695
706.0;2.897249726852069
707.0;3.1930269089704177
708.0;2.6008476977683346
709.0;2.701112028037562
710.0;4.094065127703275
711.0;2.849519867693426
712.0;2.809210786098446
713.0;3.481972467869113
714.0;3.242018229836419
715.0;2.2792115076136517
716.0;3.0726840425568382
717.0;3.1902628470204046
718.0;2.953741590952677
719.0;2.9983100142949133
720.0;2.6088312572948857
721.0;3.309648277611826
722.0;3.061056935258052
723.0;2.4658993788040706
724.0;3.7498214883217713
725.0;2.32473933031257
726.0;2.798393926049596
727.0;2.9223585455878553
728.0;3.498511133156133
729.0;3.2552506771012406
730.0;2.4277259008501484
731.0;2.790126159479861
732.0;3.2342939335487717
733.0;2.9080528185200727
734.0;3.2962794274881277
735.0;2.5974260021901507
736.0;3.1010839259639247
737.0;3.628598044534662
738.0;2.5761597871160737
739.0;2.7248681283858756
740.0;2.8490099466728895
741.0;1.6425638667064657
742.0;3.150802897981711
743.0;3.3642300543001316
744.0;2.654381576290367
745.0;3.7320056670580497
746.0;2.6162069052617287
747.0;2.9791187566903043
748.0;2.1899949199115256
749.0;3.9061032122939308
750.0;2.7930162438768034
751.0;3.479323072007114
752.0;4.2255246217345555
753.0;3.942383924862715
754.0;3.360465335685687
755.0;3.398049890890883
756.0;3.374712405191032
757.0;3.13413316162528
758.0;2.7399609945347416
759.0;2.519093178346651
760.0;3.1935979863518034
761.0;3.141256792965317
762.0;1.8872522981068869
763.0;2.872137195760595
764.0;3.2240733117996214
765.0;2.8738066493068226
766.0;3.1609348655404226
767.0;3.366415527562546
768.0;3.238787416502792
769.0;4.341339153146496
770.0;3.3974804575796806
771.0;3.940873026393606
772.0;3.507229772202445
773.0;2.599941468934298
774.0;3.192015786617037
775.0;3.3136575754408737
776.0;3.1701062054623046
777.0;3.2212910681703626
778.0;3.5409383312133964
779.0;1.6782326395877876
780.0;2.5366700055562212
781.0;2.8352369469018255
782.0;3.1470510867339305
783.0;3.1360837367956753
784.0;3.332861657059497
785.0;2.961075811634414
786.0;2.9068349028839098
787.0;2.479220445264507
788.0;1.8981171653842557
789.0;4.35726631658997
790.0;2.723118275446842
791.0;2.9405674499546426
792.0;2.5837503579775696
793.0;3.8999204373037206
794.0;3.1027294302241235
795.0;3.1112899245533745
796.0;3.9044865552752324
797.0;2.6550731738352558
798.0;2.909531944318103
799.0;2.6279554915803636
800.0;3.370558173390412
801.0;3.2154154827064385
802.0;2.9367180798612225
803.0;3.1478400709161516
804.0;2.785450468648079
805.0;3.0490449816130747
806.0;2.932388041405755
807.0;2.078765087654867
808.0;1.7181365291792314
809.0;3.220443410933074
810.0;3.2134812944172486
811.0;3.218579617307877
812.0;3.180440125907912
813.0;3.202253709517739
814.0;3.286886390542943
815.0;3.7945155435400397
816.0;2.515909434054679
817.0;3.0950031484850826
818.0;3.224449995932171
819.0;2.2881647481657996
820.0;2.666989641621541
821.0;2.8622570932516807
822.0;1.6382139083981881
823.0;2.9156619182039374
824.0;3.377869277485912
825.0;3.376189071255467
826.0;2.572442151718547
827.0;3.107670262656124
828.0;2.5601642263875592
829.0;4.32373241127708
830.0;4.19042328641398
831.0;3.255804925751815
832.0;1.9882405918436552
833.0;3.2211070112200737
834.0;1.93782342713516
835.0;3.24186474855185
836.0;2.7221604557800196
837.0;2.742561793460557
838.0;3.946581279635688
839.0;2.7918740198636893
840.0;3.38925156691822
841.0;3.2075644343893868
842.0;2.9346568139811824
843.0;3.37985274053207
844.0;2.8043564319156626
845.0;4.260748116167841
846.0;2.748663884672713
847.0;2.7778730639540643
848.0;2.8374292755876867
849.0;3.1700610661815305
850.0;3.1470863751680733
851.0;2.806378087231765
852.0;3.7375659744513685
853.0;3.633581038736964
854.0;2.9496748804883737
855.0;2.5058210554040903
856.0;4.312595060759314
857.0;3.7369949007299104
858.0;2.875268084745773
859.0;2.9405337582647464
860.0;2.8757347101271415
861.0;2.562346106121489
862.0;2.9788430317480215
863.0;2.5723673545184425
864.0;3.013755018572213
865.0;2.6401418609821174
866.0;3.0938884374991544
867.0;2.6823230263309155
868.0;3.3433958852902323
869.0;4.013640101991328
870.0;2.642933383143463
871.0;2.556605974613515
872.0;1.8391310982346774
873.0;2.356045174465869
874.0;3.363851132534721
875.0;3.2355782674474662
876.0;2.721224365938888
877.0;2.5182153692708713
878.0;4.063983003653035
879.0;2.864653959363043
880.0;3.229669679808341
881.0;2.799694605183546
882.0;3.010739567632834
883.0;3.5368549360840995
884.0;3.2690134111676605
885.0;2.674144306652197
886.0;2.5517306677822487
887.0;2.512479449110098
888.0;3.2528401317789766
889.0;2.560846451110296
890.0;3.3373140507499435
891.0;2.8411313477622073
892.0;4.2485722272497615
893.0;3.3723073908116583
894.0;3.4276668951802636
895.0;3.3801443692270716
896.0;3.3632851540264004
897.0;3.399776941068547
898.0;2.7983706080103117
899.0;3.1998464462454095
900.0;3.347886732452957
901.0;3.894923878494618
902.0;3.3518163249857307
903.0;3.7403872046633215
904.0;3.3511680327811675
905.0;3.598962979569288
906.0;3.0952130823852606
907.0;3.7110368495125945
908.0;2.5610758820782307
909.0;2.5041473839803503
910.0;2.9456918124059874
911.0;3.8077239125577687
912.0;2.789987042524151
913.0;2.893740236466025
914.0;2.836399415998095
915.0;2.8204566808075464
916.0;3.136171367201464
917.0;2.8182927295145834
918.0;2.509345578719178
919.0;2.6622890959119454
920.0;3.276151941675585
921.0;3.4771337790504346
922.0;3.7687291832365872
923.0;4.0837157627573415
924.0;3.288080946824522
925.0;3.3637326800156564
926.0;2.9692891285567184
927.0;3.1737373883676936
928.0;3.1844032770736037
929.0;3.0605445432512277
930.0;2.2256096781931047
931.0;4.129751900404553
932.0;3.280509612697328
933.0;2.9951176297070514
934.0;3.422234972205925
935.0;3.1875350509330986
936.0;2.5633111879753128
937.0;3.2662678674317984
938.0;2.582697891385539
939.0;3.1138527987037086
940.0;2.4768875245110173
941.0;3.1902284428885683
942.0;3.877711051431686
943.0;1.909041177956785
944.0;2.990106827905861
945.0;3.3219584824779145
946.0;4.2960642996633025
947.0;2.7952653875525275
948.0;2.989811459275116
949.0;3.4050104219152724
950.0;2.534316431386275
951.0;2.4614988110736506
952.0;2.6771067592620437
953.0;2.6999180129188063
954.0;3.0379516038776724
955.0;2.953566676948536
956.0;2.1054960182600566
957.0;2.8469086029046773
958.0;3.1410913715773283
959.0;2.8983002338480057
960.0;2.8658877861846874
961.0;2.1865065552896956
962.0;3.6841803887214812
963.0;3.4958226710465956
964.0;2.552080349387191
965.0;2.241330678283539
966.0;2.637116188743973
967.0;1.8070801774731393
968.0;2.881634922181889
969.0;2.83947893459074
970.0;1.988300244584833
971.0;3.615490232787919
972.0;3.0273162451320714
973.0;3.6316490660399605
974.0;3.1206362095538815
975.0;3.439847653237105
976.0;4.063843738690729
977.0;2.6296897341463588
978.0;3.8270717063481916
979.0;3.289186833501079
980.0;2.995009184746139
981.0;2.145490812812994
982.0;2.874673199607782
983.0;3.054767851689909
984.0;3.8001716534823347
985.0;2.9087965306395964
986.0;3.5474104013166516
987.0;2.6686123354340205
988.0;3.1343666611730816
989.0;3.0400643744095586
990.0;2.6778353907183696
991.0;2.6023638748160907
992.0;2.78484154911425
993.0;2.8491741891439157
994.0;3.256282745575574
995.0;2.827556767537349
996.0;2.737485940705093
997.0;2.5265632097695705
998.0;2.405220480022816
999.0;3.1175336645557987
1000.0;2.6084681414796758
1001.0;3.894760389927433
1002.0;3.41562083312216
1003.0;2.1945965196007737
1004.0;3.2706956851939926
1005.0;2.535516654153319
1006.0;2.779833840633186
1007.0;2.994584029268726
1008.0;3.3568340373019043
1009.0;4.237341058114659
1010.0;3.2963663541597708
1011.0;3.3234396376605235
1012.0;3.2909112387923356
1013.0;2.9774951785321053
1014.0;2.733095618525649
1015.0;3.1970070807998114
1016.0;3.067721263984602
1017.0;3.2035009377759693
1018.0;2.871580688955347
1019.0;3.3510417637768604
1020.0;3.4868768573310276
1021.0;3.150495152016873
1022.0;2.620876601253098
1023.0;2.802025115798235
1024.0;1.9322750561071613
1025.0;2.7310723336402596
1026.0;3.370802927166414
1027.0;1.826738135127461
1028.0;3.317598537427304
1029.0;2.5022666845623323
1030.0;2.5860939485234686
1031.0;2.407894624401647
1032.0;2.555381513214147
1033.0;2.986963405892251
1034.0;2.855792864833163
1035.0;3.460415096808656
1036.0;2.916169462464217
1037.0;3.1071541071917643
1038.0;2.721411282396433
1039.0;3.797253164113653
1040.0;3.6119587797624413
1041.0;2.9394412788164477
1042.0;1.8027339081864522
1043.0;3.486839592600772
1044.0;3.9134310834747157
1045.0;3.9893251306323885
1046.0;3.162628627806508
1047.0;3.1971037859167803
1048.0;3.379385036632254
1049.0;2.859884953040351
1050.0;3.403125550892054
1051.0;2.084806636460722
1052.0;2.55905863288974
1053.0;3.4312029058116837
1054.0;2.6753563985730837
1055.0;3.0549035858410374
1056.0;2.596610115937477
1057.0;3.2612592654882233
1058.0;2.1030175465702503
1059.0;2.991744611997676
1060.0;2.6157779565191426
1061.0;2.7331890722564443
1062.0;3.061274379758121
1063.0;2.7046890980853107
1064.0;3.4093477856106595
1065.0;2.5278372455844913
1066.0;3.595401682917913
1067.0;3.4098283647988663
1068.0;2.599171462643501
1069.0;3.3774569277420707
1070.0;2.6891493763783503
1071.0;2.896774586472839
1072.0;2.864889411616308
1073.0;4.170051874054371
1074.0;3.1780204508710117
1075.0;2.681618710056032
1076.0;2.8702359520849203
1077.0;2.5123611018080103
1078.0;3.4241899785631116
1079.0;3.2768064407390445
1080.0;2.984443573553608
1081.0;3.202723133865571
1082.0;3.487394150999142
1083.0;2.504711020505391
1084.0;3.0376940901862524
1085.0;2.5331946008572896
1086.0;2.997689625524239
1087.0;3.233359298845417
1088.0;2.504058662114081
1089.0;3.43037537210664
1090.0;3.3258471577804554
1091.0;3.94295562654992
1092.0;3.3124700309814354
1093.0;2.5156270806161753
1094.0;1.9709972325984797
1095.0;3.196321996503668
1096.0;3.4976595493915745
1097.0;3.4925206015155488
1098.0;2.6356045023176495
1099.0;3.398022621505891
1100.0;3.391709019343089
1101.0;3.388893445133835
1102.0;3.7804465075438993
1103.0;3.2019155349648267
1104.0;3.038351166740268
