Value;Вязкость тяжёлого топлива на входе в дизель
140.0;12.996077737939004
141.0;11.177201500032199
142.0;17.73336288880605
143.0;11.63329737220623
144.0;17.88592565955524
145.0;14.140124038776523
146.0;9.753957621182877
147.0;14.069308541770084
148.0;14.066653855713406
149.0;14.286938807512502
150.0;13.256387076836823
151.0;12.188752749125637
152.0;13.374099771694318
153.0;12.171618859417869
154.0;11.937588418238331
155.0;17.990979868493376
156.0;14.173204016123513
157.0;14.77900552754409
158.0;12.381073138416504
159.0;6.479667240700747
160.0;11.897212491252787
161.0;17.24000836220164
162.0;12.200119703253401
163.0;14.419271530773672
164.0;10.76840416163649
165.0;14.093247607142077
166.0;10.494685098745634
167.0;10.934397049255459
168.0;17.96157597695633
169.0;7.949143619588638
170.0;10.595535625113595
171.0;16.85817077582022
172.0;12.270111186309775
173.0;11.275287774115434
174.0;7.785028046747607
175.0;10.21849036479897
176.0;10.021804173396308
177.0;13.260474367010904
178.0;18.408953584907103
179.0;10.62035575314169
180.0;13.942512073569258
181.0;11.798454643839332
182.0;12.959546783676771
183.0;11.018901818483293
184.0;10.983641141684743
185.0;14.65689007782999
186.0;11.595035694824125
187.0;11.526819685330297
188.0;10.033224561001495
189.0;14.759572155014688
190.0;11.156606432643002
191.0;10.648466108902065
192.0;10.602665685207871
193.0;10.498319241651838
194.0;11.468419857894258
195.0;13.804771115696166
196.0;14.457312765081422
197.0;10.922070645494188
198.0;11.402324238646308
199.0;11.767350723885627
200.0;11.70100860230492
201.0;11.15695899261382
202.0;13.130247556090996
203.0;13.29843058744116
204.0;14.87191589465297
205.0;10.713249573218372
206.0;15.56380711845006
207.0;14.970896105288329
208.0;12.447302118405341
209.0;14.545356048007934
210.0;12.212036361182989
211.0;11.07918637880492
212.0;10.07713592881265
213.0;14.30757090198013
214.0;14.378119636192864
215.0;11.044699078949483
216.0;14.26799666894484
217.0;12.17707597116932
218.0;10.030836058655355
219.0;14.321600340675662
220.0;12.661709372282596
221.0;17.15916926741278
222.0;18.409382376194007
223.0;14.745812991257784
224.0;13.008836104715733
225.0;11.210710170490715
226.0;11.377042348427977
227.0;14.50091712905503
228.0;13.715086239108503
229.0;12.429388847770834
230.0;12.656275764226429
231.0;11.276782176203739
232.0;12.499639693096476
233.0;10.681882076004442
234.0;12.388664916620936
235.0;14.20758217587622
236.0;14.993694759837695
237.0;14.346570350755403
238.0;14.437743564283092
239.0;13.12553439321409
240.0;13.825136939549306
241.0;13.810599654733876
242.0;10.287758847370034
243.0;12.386948833220352
244.0;14.445247502035135
245.0;13.115377116360172
246.0;7.143838121071498
247.0;14.813354088129795
248.0;10.197633053117904
249.0;11.726704387977572
250.0;11.45382401889067
251.0;12.14013860848906
252.0;13.484263456739553
253.0;14.838101660393967
254.0;11.75446424810528
255.0;14.073068005432273
256.0;10.298348625231462
257.0;14.755203706474715
258.0;13.37138349186148
259.0;8.838218556547378
260.0;6.471030854141883
261.0;6.47880290810939
262.0;13.436416616854206
263.0;13.56202360217259
264.0;14.430433629911938
265.0;10.078640037047926
266.0;11.496229452706604
267.0;16.534778969470192
268.0;12.989782590188831
269.0;8.008506379733756
270.0;10.075347688176324
271.0;9.733398956258583
272.0;15.732659760681157
273.0;11.12478358130274
274.0;14.359794122514455
275.0;10.471525292997196
276.0;6.958564381857249
277.0;12.341264919264855
278.0;13.356242296477895
279.0;14.40668210733434
280.0;10.261091063783237
281.0;11.476783098626843
282.0;18.321931561700495
283.0;13.974378921539726
284.0;11.392028644114308
285.0;14.665053001207587
286.0;15.004386355661358
287.0;14.330555281062399
288.0;14.836217742593217
289.0;10.654311183326874
290.0;9.259893215894369
291.0;16.65487232941038
292.0;12.029998138633934
293.0;12.700292207592753
294.0;16.76194883863527
295.0;7.307911150051531
296.0;12.803022581019352
297.0;11.030217100812363
298.0;13.65567152762412
299.0;14.425353934668863
300.0;10.958852159302179
301.0;10.319740390087814
302.0;16.021325518237393
303.0;8.429655431190433
304.0;14.437926867126155
305.0;16.732764287876204
306.0;12.291714843648974
307.0;11.17799780361631
308.0;10.957473697532958
309.0;14.747298992294574
310.0;14.527838375515739
311.0;9.66841231415771
312.0;10.01824235000913
313.0;13.94925662818837
314.0;7.15945254629289
315.0;7.40951264815077
316.0;14.79359664127715
317.0;11.761105043094476
318.0;10.34393838587648
319.0;14.925047235789174
320.0;15.889820759807794
321.0;7.06689129567523
322.0;11.874708889201257
323.0;13.959949610822829
324.0;11.737108089815484
325.0;16.187806145164696
326.0;18.646190184581414
327.0;12.681122287406998
328.0;12.038267476843568
329.0;18.288437436868335
330.0;10.46865558628079
331.0;12.031140453188932
332.0;13.816143236091497
333.0;11.866251295560017
334.0;13.287075732141256
335.0;6.714200165118841
336.0;10.908216864171518
337.0;14.701357648248429
338.0;13.279862134681446
339.0;14.034230795865474
340.0;10.391808212647565
341.0;18.246926097272176
342.0;12.225518095930411
343.0;14.454049411901053
344.0;14.143215356901832
345.0;14.355632996073396
346.0;7.871592498833051
347.0;9.62688376657508
348.0;14.641682134684348
349.0;10.535898468512913
350.0;13.34206272871099
351.0;13.974618348582075
352.0;16.914293540831704
353.0;16.921460021366997
354.0;10.767753968567405
355.0;14.502345447010278
356.0;14.251751326843479
357.0;13.388779908672108
358.0;14.113910628178171
359.0;17.34782611518746
360.0;12.61749059876961
361.0;10.120358104070428
362.0;11.757652632394036
363.0;10.75637493179259
364.0;13.579249228040322
365.0;11.523065543750477
366.0;8.927898659672582
367.0;8.46502228006668
368.0;10.510930720905835
369.0;12.283393269671866
370.0;11.015908124152977
371.0;13.060203877186485
372.0;7.7994600309331865
373.0;10.344859073001803
374.0;12.723057765469523
375.0;8.587856250689768
376.0;8.656887323201337
377.0;12.393646760869423
378.0;13.79711609700756
379.0;14.410164435399718
380.0;12.146108306886465
381.0;18.117953861979075
382.0;14.862431719707773
383.0;15.59665501277159
384.0;11.821309711379564
385.0;13.579355505415727
386.0;15.315759886040555
387.0;14.507333749534048
388.0;12.94402281342743
389.0;10.261202876718055
390.0;11.160329666616441
391.0;11.91903786618795
392.0;11.737597583848146
393.0;9.256918744771605
394.0;12.761522774719516
395.0;14.838801015773717
396.0;14.058105228579219
397.0;10.093170371456784
398.0;10.940036099296117
399.0;18.25432341686266
400.0;13.170517475447092
401.0;14.486624841059147
402.0;13.133236139745964
403.0;12.019833371363749
404.0;11.300231833344952
405.0;13.15186802921686
406.0;12.639314610406085
407.0;14.759816607996104
408.0;13.186409830522777
409.0;11.75210828728342
410.0;13.08049263186126
411.0;13.03250131208308
412.0;10.70906061132946
413.0;7.511848462644142
414.0;12.136684499626435
415.0;10.833571478847187
416.0;11.723010632174429
417.0;13.369297698397672
418.0;11.378628987362196
419.0;13.379525350673855
420.0;12.268793436455443
421.0;16.86221266658587
422.0;12.803443257987924
423.0;14.355188412580802
424.0;6.863235267227722
425.0;6.795298065286664
426.0;17.877067220332666
427.0;13.023197484319091
428.0;15.131394303245699
429.0;10.735396249989243
430.0;9.057847498713235
431.0;14.051672254562634
432.0;12.070117732998428
433.0;12.446911754906818
434.0;11.932894736086528
435.0;12.40988232750532
436.0;13.683507674158326
437.0;10.748960295901494
438.0;11.572882762089176
439.0;11.380238432160855
440.0;14.857262047145857
441.0;10.769005777977572
442.0;11.538339910879545
443.0;12.66125461546785
444.0;14.263446853455935
445.0;18.47082740282416
446.0;12.046064104027604
447.0;11.362264295101165
448.0;12.175885924201301
449.0;10.168146090451202
450.0;10.389537338017
451.0;9.610741989571483
452.0;8.566453283480572
453.0;14.234371149558074
454.0;12.609305780972004
455.0;14.07146494955725
456.0;9.247555191938027
457.0;14.880221269692473
458.0;12.69502973501858
459.0;11.804518286665672
460.0;12.435936147799172
461.0;11.655972305945753
462.0;12.458634183531732
463.0;17.82175431722513
464.0;11.78829477676984
465.0;17.646870358432448
466.0;13.278109772913604
467.0;6.3010903896552595
468.0;11.772985074584
469.0;10.132497064443218
470.0;10.3708389784205
471.0;13.525568907882857
472.0;14.034852366024596
473.0;12.649979639446306
474.0;7.321373806190914
475.0;12.52480646629012
476.0;15.875523958122262
477.0;6.436778467492395
478.0;11.170122330080094
479.0;10.878262573736793
480.0;11.467072504693691
481.0;11.18960886949849
482.0;12.899185878899015
483.0;14.420243268112689
484.0;10.704372842482034
485.0;14.446263367742288
486.0;8.240548303447392
487.0;11.988162946856013
488.0;14.716167372595987
489.0;14.626444280548988
490.0;16.179430451745663
491.0;9.4322347093496
492.0;14.659392015374129
493.0;14.030431545052535
494.0;16.199381310701497
495.0;13.972204258737898
496.0;10.456694726325903
497.0;14.470097621346422
498.0;11.193604599084573
499.0;8.506607471850737
500.0;12.100934148183615
501.0;14.383384472875903
502.0;8.395998818684092
503.0;12.04996148010248
504.0;18.133626384731883
505.0;11.320845003758713
506.0;11.112577948340821
507.0;7.516433587444656
508.0;11.65462755242352
509.0;10.389827474187452
510.0;14.17667690473827
511.0;13.622947369265553
512.0;12.02810182679267
513.0;13.56939014477873
514.0;12.475857905167832
515.0;14.113699763412127
516.0;11.692509799589565
517.0;12.14111477965786
518.0;11.057042216682179
519.0;14.191121581789707
520.0;10.5850059267493
521.0;12.239533798841592
522.0;11.654566607588098
523.0;14.485436211705736
524.0;11.198078311792539
525.0;7.257195734341176
526.0;11.15388723181362
527.0;12.559046269524208
528.0;16.09767611627482
529.0;12.62292430317503
530.0;10.276483249627795
531.0;10.30179893110227
532.0;8.83564655315198
533.0;6.747805989574783
534.0;10.187072201503671
535.0;10.848911478029823
536.0;14.588819002984167
537.0;13.06862129437731
538.0;13.07812457853869
539.0;14.613796469575774
540.0;12.851491150027583
541.0;14.893818382694029
542.0;12.925605931766217
543.0;12.480165406374127
544.0;13.487507191823257
545.0;13.512080272745157
546.0;9.008112975501255
547.0;15.553097598124342
548.0;13.853355253249491
549.0;12.55613083217658
550.0;14.588128820188246
551.0;12.437897874618026
552.0;18.433941919419546
553.0;16.9968011764746
554.0;12.729039257660393
555.0;8.384024052230972
556.0;10.449489150471472
557.0;14.923349654288069
558.0;11.512693352341588
559.0;13.02641995898487
560.0;14.406485238592653
561.0;10.61747983420077
562.0;14.860825545442001
563.0;11.35721660975242
564.0;10.525952476690524
565.0;13.331660150259168
566.0;13.794499385017433
567.0;11.41089278816321
568.0;14.588290025389126
569.0;11.002523945266494
570.0;11.73886430730291
571.0;12.096725447489536
572.0;11.064519286991837
573.0;10.414637673391535
574.0;11.800094687665396
575.0;12.106197406938907
576.0;10.393990820429341
577.0;10.437181288648437
578.0;12.919927318127051
579.0;15.552130983038788
580.0;13.436623453355118
581.0;12.461274226980176
582.0;12.531889831928613
583.0;11.143603928880204
584.0;10.274995051100518
585.0;14.129495327161877
586.0;13.303628885494653
587.0;11.32021171977737
588.0;7.976362876311963
589.0;14.878815877724708
590.0;12.918172593507034
591.0;11.117466348840386
592.0;8.190566714317043
593.0;12.554663234229112
594.0;14.882719250480585
595.0;17.49380722522725
596.0;11.441127325241107
597.0;13.03005230406933
598.0;13.997753609779345
599.0;14.677517464206943
600.0;13.308532428489453
601.0;13.311361512126563
602.0;11.171340597086013
603.0;11.88326413331448
604.0;10.048079450925872
605.0;11.303845852101986
606.0;10.786454139789994
607.0;10.391101075768125
608.0;16.82638958979814
609.0;11.56402721665788
610.0;6.952027161551923
611.0;8.870667948361572
612.0;17.1195059882171
613.0;11.731559146848532
614.0;12.963105762326634
615.0;17.506867293700477
616.0;12.265014627175105
617.0;10.066816083050758
618.0;13.849422522534184
619.0;13.655215636490341
620.0;13.532702181389416
621.0;11.436996108056645
622.0;10.839999523648796
623.0;14.305147225727572
624.0;13.92672529930287
625.0;14.29018537816122
626.0;14.465478961667145
627.0;12.38634775780673
628.0;11.938370023580832
629.0;12.283570834578278
630.0;8.687624092566644
631.0;18.387697442935913
632.0;14.91377419937513
633.0;11.157422134226193
634.0;13.959899787377047
635.0;10.230595800388912
636.0;13.905134844264309
637.0;14.469089862358775
638.0;13.025420724520558
639.0;13.31434306021412
640.0;10.744749560574277
641.0;13.159128672809132
642.0;11.93768184337758
643.0;13.441798153150032
644.0;10.256795384237435
645.0;10.211823254643944
646.0;11.748588760425092
647.0;10.426476149930195
648.0;12.569079154287257
649.0;12.624719008300758
650.0;12.29148206518445
651.0;8.543385475634608
652.0;14.701064808300739
653.0;14.245795591448585
654.0;14.100842364047306
655.0;11.35650101996973
656.0;6.593366822042523
657.0;13.889725552676506
658.0;12.422164070720214
659.0;14.181831614775437
660.0;14.04908186001552
661.0;10.854707418444415
662.0;13.586376525519722
663.0;10.277757801098646
664.0;12.993935250723776
665.0;13.36343499823365
666.0;12.368838108930788
667.0;12.636796468531662
668.0;10.406565140260868
669.0;18.73034541680055
670.0;8.756116477763943
671.0;10.366192509846984
672.0;13.49713218455009
673.0;14.32868933415273
674.0;12.926373516847827
675.0;10.903260591062457
676.0;13.485844733585758
677.0;12.357742242552321
678.0;14.199088593187534
679.0;13.856737367811581
680.0;12.277129000614096
681.0;10.124951373953744
682.0;10.118510262642188
683.0;10.695478559062463
684.0;12.772654802800238
685.0;14.948115084738017
686.0;13.413482165000616
687.0;6.806686424255211
688.0;12.534443707253962
689.0;14.3932084498378
690.0;11.889432969109277
691.0;11.338697401660134
692.0;7.978489264411214
693.0;13.751721417200411
694.0;13.286790531864243
695.0;11.877598505869239
696.0;11.759573435494627
697.0;14.557517026560303
698.0;9.486020323250449
699.0;10.01276920514244
700.0;10.848226376437923
701.0;11.174135101531284
702.0;13.747183842312412
703.0;10.03468554136993
704.0;12.310754670970928
705.0;8.622984045744607
706.0;12.82184734572577
707.0;17.85823821112064
708.0;14.205235655183348
709.0;11.64148903831002
710.0;12.934202468639171
711.0;12.438547840184718
712.0;12.317301364588081
713.0;10.12354170273326
714.0;10.313059651856848
715.0;10.445929741194906
716.0;10.595615413584586
717.0;10.116572174325116
718.0;14.587174151024307
719.0;14.843033785618122
720.0;12.213528999300369
721.0;13.380974915728574
722.0;10.867775671644038
723.0;17.95507803827422
724.0;15.642729315113652
725.0;12.407384074775266
726.0;9.12738245218855
727.0;16.22262441075737
728.0;14.140390430948726
729.0;10.852858328229924
730.0;18.57061095352071
731.0;11.352810359676287
732.0;10.721422561387847
733.0;12.16632564419212
734.0;7.090505230791587
735.0;14.888422718753421
736.0;12.92343549660579
737.0;6.32905962395078
738.0;11.462552825060609
739.0;14.425688541669997
740.0;8.065839620024814
741.0;14.443476719681058
742.0;13.719713528379888
743.0;7.10818900085942
744.0;14.452553926986573
745.0;12.409485827068176
746.0;12.382313977534395
747.0;11.053386104351556
748.0;14.411731131265764
749.0;13.981347090255603
750.0;13.433264527793735
751.0;16.48906888895935
752.0;10.128544706118078
753.0;10.03142262403016
754.0;12.209159369980583
755.0;10.632950852043953
756.0;14.104045636717832
757.0;16.7436086268227
758.0;8.149956594078482
759.0;14.07605355123788
760.0;10.484539885634598
761.0;10.031955068292792
762.0;17.914961254362552
763.0;10.019967703023742
764.0;13.931827143981913
765.0;14.105541576334142
766.0;14.594126232935352
767.0;12.0019414978495
768.0;11.818367513527201
769.0;12.284044834802378
770.0;10.30186212254623
771.0;14.128218753257611
772.0;14.789191682433096
773.0;14.632156223754684
774.0;15.743419109762986
775.0;18.668584485412033
776.0;11.285884567606365
777.0;10.174550393221068
778.0;14.46940744109146
779.0;10.088746685890285
780.0;14.059918890996503
781.0;10.183906981591306
782.0;10.263576452333295
783.0;13.44754802673685
784.0;10.224630593701509
785.0;17.311393554167267
786.0;14.423937180229498
787.0;13.742330529486825
788.0;7.061382665523432
789.0;13.041335324617998
790.0;13.515855907745088
791.0;17.524941015228716
792.0;10.350775253920538
793.0;14.34526024310123
794.0;10.615218028634258
795.0;13.287991577771237
796.0;10.366353435743417
797.0;11.029150745770018
798.0;13.005132799859918
799.0;7.950007222282853
800.0;13.948042608234195
801.0;12.964865596385431
802.0;14.442085603814448
803.0;14.135646819239476
804.0;14.757712846771227
805.0;10.348065116087456
806.0;11.516355067824275
807.0;13.986100778166504
808.0;13.205936392824714
809.0;10.239062494639633
810.0;17.4425419616526
811.0;15.221241078485031
812.0;11.026050262339043
813.0;11.450331615813433
814.0;14.789109195397693
815.0;14.476826859651414
816.0;14.853630036104606
817.0;14.413653690445825
818.0;13.935836615522376
819.0;10.408064021501234
820.0;6.314820838418205
821.0;13.609723063202628
822.0;12.084335842086842
823.0;11.387142944800123
824.0;10.844769306056222
825.0;11.896939511455813
826.0;13.797261262289624
827.0;14.836838018422132
828.0;12.455720371084032
829.0;11.62739798644333
830.0;14.579282172967563
831.0;11.145490535503681
832.0;11.862852578601263
833.0;11.383329251233368
834.0;13.725776724523307
835.0;14.236189078588158
836.0;10.662052126698022
837.0;18.00215738879809
838.0;8.334205783359963
839.0;10.238538777144184
840.0;14.173043212139206
841.0;11.090099791135211
842.0;14.005429156306167
843.0;8.265062134368932
844.0;11.228680741483187
845.0;11.612288705192533
846.0;15.370923722031112
847.0;12.939902338626142
848.0;14.765936903176918
849.0;7.27126608815581
850.0;10.839168335118725
851.0;15.96334141728359
852.0;13.049164956584995
853.0;14.1477008266143
854.0;10.337506671109281
855.0;11.695529030644119
856.0;15.902588518496191
857.0;11.245303930528253
858.0;12.51138839249629
859.0;10.61143119316363
860.0;11.941863449222534
861.0;14.556730551963966
862.0;14.908725577001771
863.0;12.00790977492516
864.0;10.335305925502057
865.0;10.964243063963705
866.0;18.07792017675933
867.0;7.307661029610392
868.0;13.766216197830971
869.0;10.830817340528643
870.0;14.78956990353813
871.0;12.556198914198795
872.0;11.95401007706911
873.0;13.967513685773362
874.0;14.817640467899635
875.0;13.420549857850133
876.0;11.422766447048412
877.0;10.717642935504262
878.0;10.642373036163901
879.0;16.999910524048357
880.0;10.554407107789629
881.0;13.481455345216057
882.0;10.448150814401789
883.0;10.090299676727629
884.0;13.140582163806886
885.0;12.182836840244597
886.0;17.044534089711334
887.0;10.642958379647311
888.0;12.261234063685365
889.0;12.98412285371408
890.0;12.942307026067512
891.0;14.904708233026039
892.0;13.967961275435112
893.0;10.088004899647363
894.0;11.438708631443019
895.0;10.831811160079575
896.0;12.976645041992217
897.0;12.6604867635672
898.0;13.847806325271758
899.0;12.555229038078192
900.0;13.125994999533624
901.0;10.287893367274435
902.0;11.248652515000085
903.0;10.071865764342315
904.0;10.937900715340152
905.0;10.856226175079764
906.0;14.489959824827745
907.0;14.193852758086678
908.0;12.751914078979421
909.0;10.4956023817965
910.0;13.013718014938558
911.0;10.015793875679059
912.0;14.044832484983742
913.0;12.23231092518302
914.0;10.880364006092261
915.0;14.435136132054245
916.0;10.133368905315974
917.0;10.939546489831836
918.0;12.28033459700961
919.0;10.328301626458924
920.0;14.47173068993194
921.0;13.36866158148933
922.0;10.052867602091032
923.0;12.847593195266148
924.0;15.997295185975496
925.0;14.583527063557955
926.0;12.435995671959144
927.0;13.80894852934894
928.0;10.457180121362654
929.0;13.262301590353255
930.0;14.771581825161933
931.0;17.086408032010127
932.0;16.606370775538448
933.0;13.135287171745858
934.0;14.498081326664652
935.0;12.60838971380738
936.0;12.61208513648492
937.0;14.128905360843156
938.0;11.65040377618894
939.0;14.198385449812015
940.0;16.53490207527318
941.0;15.45824839422127
942.0;14.642425495894454
943.0;14.34431418776758
944.0;11.806284010160995
945.0;10.239529943097361
946.0;13.201381667026228
947.0;10.7778085509656
948.0;14.596305332381869
949.0;14.464164820774961
950.0;9.308993210316503
951.0;10.965519459470022
952.0;11.571766668357427
953.0;11.322504348647078
954.0;11.966849350914746
955.0;12.996498139549931
956.0;17.42749166704853
957.0;10.050218795777049
958.0;13.858600123402763
959.0;10.01197815846186
960.0;14.536015033031092
961.0;10.75996998014513
962.0;12.39833435300244
963.0;18.577127326664282
964.0;10.540407926014792
965.0;16.813737249941234
966.0;10.919849066494491
967.0;12.151329046121568
968.0;11.852278351274576
969.0;17.39490306733484
970.0;15.541859888928606
971.0;11.402050204671658
972.0;11.559136718689576
973.0;12.495963790199859
974.0;7.434721777193623
975.0;18.21244116993011
976.0;15.872116782818743
977.0;13.178644377547265
978.0;10.365937153099406
979.0;13.949001618911415
980.0;13.178801680549562
981.0;14.905799032141015
982.0;13.806277505168765
983.0;9.643440262153081
984.0;11.491007445265724
985.0;11.995931987335503
986.0;13.509409750590939
987.0;10.370408562121124
988.0;13.755421926882281
989.0;17.956641139905805
990.0;10.34153386488366
991.0;14.175768298330084
992.0;13.581816091067012
993.0;13.558407880452751
994.0;6.981018246901202
995.0;14.48852660705284
996.0;14.410270376822945
997.0;14.299010145648683
998.0;15.885843520151383
999.0;9.196797767223218
1000.0;16.945460054549315
1001.0;11.275205757634774
1002.0;11.267148559440578
1003.0;10.360411779468176
1004.0;14.61423107590993
1005.0;11.42251925218166
1006.0;12.056499935740085
1007.0;11.81319075511913
1008.0;7.2571986415572045
1009.0;11.294129724639793
1010.0;14.046183581156118
1011.0;14.4275918217145
1012.0;12.286728468267453
1013.0;10.174550192184414
1014.0;13.850957137114449
1015.0;13.47623451174588
1016.0;10.595540444464099
1017.0;13.988538663984375
1018.0;10.958823033019343
1019.0;13.92245245684384
1020.0;11.45780933851983
1021.0;10.468486924680589
1022.0;13.850834002981046
1023.0;10.886648406423781
1024.0;7.7960503584304455
1025.0;14.86766449176213
1026.0;6.280135832426248
1027.0;14.05152248131731
1028.0;12.018140339075527
1029.0;13.217374863436056
1030.0;6.329974456675856
1031.0;9.598463974538237
1032.0;10.21551180615986
1033.0;10.665318833773526
1034.0;13.833308729938883
1035.0;13.210666980321607
1036.0;13.249283126178316
1037.0;16.703106810384156
1038.0;10.721196098194865
1039.0;14.49135965227303
1040.0;11.63160764877155
1041.0;14.059393635995775
1042.0;12.105148367123142
1043.0;14.368813748709671
1044.0;13.695330745085492
1045.0;10.5745151394602
1046.0;11.529133592350796
1047.0;7.173291094217728
1048.0;10.885368996151806
1049.0;11.222800551554625
1050.0;10.357283186497108
1051.0;12.744445441702613
1052.0;13.945099038842734
1053.0;13.764799193299005
1054.0;8.985083403156729
1055.0;12.908008928617445
1056.0;13.697347843671984
1057.0;7.558323451924769
1058.0;14.937642514208338
1059.0;11.919355450346783
1060.0;10.690142937830338
1061.0;13.063772733317403
1062.0;10.850997939324287
1063.0;7.596170000116066
1064.0;14.049723218265147
1065.0;10.834401921981428
1066.0;7.522402322919977
1067.0;13.837023389351902
1068.0;12.535594045759517
1069.0;10.602829593507272
1070.0;10.795689184790877
1071.0;14.925358968355257
1072.0;10.519507345110311
1073.0;11.21445070724861
1074.0;12.062224524673601
1075.0;12.90116288908349
1076.0;12.61177023609327
1077.0;13.295828068536444
1078.0;8.635702537452215
1079.0;12.21759556920961
1080.0;12.515531246221157
1081.0;14.463009718277785
1082.0;10.335555336315421
1083.0;12.72083914971765
1084.0;9.887843965636812
1085.0;15.113573091320948
1086.0;11.236115030601175
1087.0;11.5775578714519
1088.0;7.665786175834299
1089.0;17.735578649924634
1090.0;13.618896716675557
1091.0;11.950109242573573
1092.0;11.70600416528167
1093.0;13.870806694679606
1094.0;11.655158743648082
1095.0;11.709462879463915
1096.0;13.901167036331618
1097.0;11.993565128718679
1098.0;14.530862272138606
1099.0;13.826834873627401
1100.0;14.087019385258943
1101.0;12.325958219217512
1102.0;10.724822762649511
1103.0;9.664760355959745
1104.0;13.430280547665209
1105.0;10.64188738313975
1106.0;12.97529852137733
1107.0;6.253338315717901
1108.0;10.056746357337849
1109.0;14.511869105489904
1110.0;13.780233632599856
1111.0;10.972937817212063
1112.0;13.71249351068546
1113.0;11.741200830045917
1114.0;13.618810412732188
1115.0;12.028883754615492
1116.0;9.54661945818611
1117.0;14.699310953090205
1118.0;14.963774889149592
1119.0;14.90215309114603
1120.0;11.029521595586543
1121.0;14.75214988155803
1122.0;11.462276963440349
1123.0;13.958953469576347
1124.0;13.883775438591117
1125.0;11.767057112677628
1126.0;10.25652880660529
1127.0;10.919231407964512
1128.0;11.373218978308902
1129.0;12.773600828862053
1130.0;13.68753529095791
1131.0;13.159741625113941
1132.0;8.225207858330549
1133.0;10.18298697175614
1134.0;12.819484657330523
1135.0;14.799787005274938
1136.0;12.218715170397363
1137.0;13.752664479121897
1138.0;13.245783618853277
1139.0;10.064935325373877
1140.0;12.90081197112142
1141.0;11.88884518767847
1142.0;11.717433197313195
1143.0;11.413196624078976
1144.0;12.83451545007162
1145.0;14.590196608683893
1146.0;12.779888753191411
1147.0;10.591509066331563
1148.0;8.722844989770914
