Value;Температура воды после охлаждения поршней
208.0;60.870157536936134
209.0;105.47964983270688
210.0;88.54784528285666
211.0;78.56218936467639
212.0;88.81448576614147
213.0;44.08518495497451
214.0;77.55338330632732
215.0;62.39587806947492
216.0;65.12172664302621
217.0;70.96574466218634
218.0;76.93798831539215
219.0;104.73463477601157
220.0;62.6469597993913
221.0;67.72690231749671
222.0;106.2779207531018
223.0;89.09232006131931
224.0;85.63004588793424
225.0;60.51678738072424
226.0;87.1661784361252
227.0;74.80873318304165
228.0;46.17189209292275
229.0;88.24440097568966
230.0;69.91214544149096
231.0;38.01308521316943
232.0;83.11787374402215
233.0;71.6262246645689
234.0;102.07178694537453
235.0;51.78000553701389
236.0;62.403030887870976
237.0;62.493996916122235
238.0;86.40417200190528
239.0;42.47958332194466
240.0;88.50372671148573
241.0;84.80293831930133
242.0;105.64732173111267
243.0;89.83118194820997
244.0;83.46161065648147
245.0;86.74869852836804
246.0;103.13403457588623
247.0;38.223537504493784
248.0;112.42001723235487
249.0;62.62385658659986
250.0;65.9433476001449
251.0;87.35701008491627
252.0;70.50999572034931
253.0;85.8214691338512
254.0;81.51971758564191
255.0;79.60472624638598
256.0;83.41807937553317
257.0;70.58680554848226
258.0;72.06321912592881
259.0;88.07445554188753
260.0;96.25432960991759
261.0;63.64552938602911
262.0;62.14523497087098
263.0;61.820329858518654
264.0;61.39034668619705
265.0;40.200995463524194
266.0;75.58682757980664
267.0;79.81602893729573
268.0;85.10794076325405
269.0;60.263242933155425
270.0;65.50488386042692
271.0;72.07596827326947
272.0;72.94617068958553
273.0;78.38180742069163
274.0;76.36768182139943
275.0;84.43576064602753
276.0;84.29011842627656
277.0;82.61745622882003
278.0;83.92137182141926
279.0;68.88766185525137
280.0;43.774457641954285
281.0;77.06151460853924
282.0;86.7974908989406
283.0;80.37115549476084
284.0;81.0216987221753
285.0;64.90646107695537
286.0;105.20345604590581
287.0;65.90591345891411
288.0;103.08731252422821
289.0;62.58436204601396
290.0;79.57144919004497
291.0;90.17055467227063
292.0;83.757051142267
293.0;56.88511415084187
294.0;106.8746208449046
295.0;71.79894584934677
296.0;67.983399274307
297.0;85.78545937177174
298.0;70.0283558868861
299.0;75.05835304889351
300.0;42.3826583922238
301.0;87.93851849296964
302.0;74.07054344423454
303.0;64.59983135161917
304.0;55.93838616243062
305.0;71.0339975571469
306.0;37.708513184513485
307.0;72.78087180427985
308.0;81.76781096161835
309.0;68.91197205516544
310.0;74.64423581449373
311.0;86.90423774476437
312.0;69.68629014357663
313.0;85.55833699365482
314.0;89.73991182760778
315.0;81.9849769569183
316.0;82.40991159455784
317.0;61.81343323404684
318.0;83.63238862667764
319.0;56.01748821182662
320.0;38.14793048929404
321.0;79.64064785524317
322.0;76.32910994735786
323.0;66.76506291235182
324.0;65.30128659698754
325.0;93.82819930989214
326.0;91.67651361305974
327.0;103.75580290762639
328.0;72.19982232439664
329.0;83.74885624528704
330.0;89.22214598341995
331.0;91.11823058145617
332.0;79.15199411325253
333.0;64.61537725851582
334.0;72.65238521772952
335.0;66.60329707930418
336.0;65.12699441812634
337.0;66.20312835920546
338.0;82.37467394949223
339.0;61.91630638483544
340.0;98.4395691216777
341.0;84.95182886533823
342.0;82.78460386294566
343.0;64.1890378004573
344.0;85.44315394615514
345.0;54.6579578401189
346.0;87.07507270327282
347.0;78.84608605274026
348.0;89.76967184494757
349.0;55.572267818248136
350.0;55.584066626208724
351.0;83.36875630536349
352.0;79.87450310331869
353.0;81.57303641838116
354.0;77.98275372455004
355.0;79.92596440842247
356.0;81.54128791815276
357.0;81.69102917260477
358.0;68.09207906967917
359.0;55.02473482612051
360.0;69.4304410024712
361.0;74.44760638148108
362.0;79.5755282403544
363.0;81.13104762328419
364.0;62.915566712804925
365.0;72.11529987417994
366.0;75.64404685790976
367.0;74.29989060163355
368.0;46.12150272710002
369.0;75.44906617860765
370.0;71.75912969758242
371.0;62.86654402988377
372.0;83.43704036044691
373.0;108.35843464486727
374.0;102.65901959812689
375.0;77.45799634719046
376.0;106.53993231056505
377.0;107.28607872800993
378.0;78.81572464053137
379.0;63.77613608530144
380.0;89.542521249294
381.0;64.8235487531544
382.0;95.86417113039593
383.0;37.77744567027091
384.0;77.07339089572847
385.0;76.90215920247549
386.0;37.81857103686439
387.0;100.42612695601957
388.0;50.18766090851197
389.0;78.48092066468702
390.0;65.09982752789413
391.0;68.48864987716553
392.0;62.03935480997709
393.0;74.49821098044231
394.0;80.90271117588192
395.0;49.66553478702215
396.0;84.09790765268832
397.0;62.25033725282479
398.0;54.92183965197049
399.0;87.33162284844184
400.0;77.1630293724595
401.0;89.85545673650205
402.0;81.59429478712563
403.0;61.885186493969385
404.0;85.70035586454068
405.0;61.349182651395886
406.0;61.537778561033555
407.0;63.61640997612217
408.0;86.52986051238592
409.0;64.99771649131748
410.0;53.51784015181077
411.0;68.18821481399188
412.0;79.89949032200057
413.0;87.16899532685403
414.0;63.468889683689824
415.0;62.78815644614897
416.0;72.43763240577044
417.0;55.05967202080518
418.0;72.07860035339841
419.0;62.76972199287117
420.0;60.99479674585835
421.0;86.53562054488503
422.0;45.63739964406585
423.0;70.24123786297821
424.0;97.35824220938875
425.0;63.08409189311051
426.0;71.97324730800418
427.0;74.41043786423202
428.0;78.18492726280759
429.0;85.30050472802212
430.0;72.31105484720791
431.0;63.04514727981447
432.0;74.45159876675578
433.0;89.19121764923042
434.0;101.39136159226149
435.0;62.83081781324148
436.0;80.39469072204487
437.0;88.90219209343405
438.0;58.755974684790516
439.0;72.80167702690379
440.0;80.7247605218825
441.0;68.17022459720602
442.0;66.05026830453689
443.0;82.47180390487313
444.0;108.66706944912079
445.0;82.64470935811075
446.0;87.70575766766478
447.0;61.933755010433465
448.0;69.71884813348206
449.0;81.1681380459035
450.0;86.27378879123715
451.0;74.62123524432218
452.0;107.36148074554714
453.0;51.81599570941381
454.0;75.89166959785864
455.0;73.05299124640693
456.0;64.2790428785582
457.0;80.76878485612346
458.0;67.7242556350641
459.0;51.95015573373303
460.0;86.82861634404742
461.0;64.1622677988913
462.0;59.60086631840913
463.0;86.94151269587759
464.0;74.5847043002694
465.0;69.21770982255283
466.0;86.79695144027279
467.0;45.91255558353615
468.0;63.35100872252579
469.0;87.1773760180703
470.0;65.88493369929006
471.0;85.81477903658406
472.0;76.13110716944203
473.0;76.51429309414408
474.0;75.69014085291388
475.0;71.73519586890782
476.0;73.30590722737888
477.0;62.13243855933599
478.0;59.126130874139776
479.0;91.46791512151691
480.0;69.2595360793956
481.0;71.9988029250942
482.0;88.65611583634504
483.0;68.00700628676387
484.0;77.24174494238686
485.0;85.61198230374497
486.0;62.02764520201622
487.0;78.40518609068259
488.0;49.050943282709326
489.0;87.21331252555153
490.0;82.28783935669273
491.0;107.95250524887356
492.0;70.70272633537849
493.0;89.24169997679022
494.0;88.92611593941155
495.0;107.21233457602952
496.0;67.04438620137955
497.0;77.14125760452924
498.0;79.00610160526597
499.0;62.76888297835829
500.0;61.51505018842386
501.0;63.721286598017116
502.0;51.68073389573429
503.0;68.47478454522238
504.0;86.287295532912
505.0;61.191001475369504
506.0;74.95559832781385
507.0;40.10457634501184
508.0;81.22097836777347
509.0;52.087176462080066
510.0;68.68980089283914
511.0;64.99378301764378
512.0;63.97905150858111
513.0;87.31678406902452
514.0;79.77562698134484
515.0;106.20442950188942
516.0;66.794943470495
517.0;72.45866645351173
518.0;52.32980681816235
519.0;47.003064899065336
520.0;72.43155020549946
521.0;107.9479741130264
522.0;66.54390881713536
523.0;110.22249290993048
524.0;95.01322933679839
525.0;85.45545109813946
526.0;72.99407975209719
527.0;61.97612156775698
528.0;76.02812273169702
529.0;76.6314133261389
530.0;76.91927198515032
531.0;64.0556645127091
532.0;73.03360500662109
533.0;81.08254460306733
534.0;86.5458626619586
535.0;64.80694585551375
536.0;106.17440470883503
537.0;77.76311099117639
538.0;73.79943053484078
539.0;79.29559487967829
540.0;65.41503136972686
541.0;80.93001479551657
542.0;69.68541085498052
543.0;71.83882600153798
544.0;87.92174264857779
545.0;106.20702007665959
546.0;87.22331146873208
547.0;85.66187691115492
548.0;74.82777149834394
549.0;62.355578994619776
550.0;50.13878622466599
551.0;63.240427221796665
552.0;65.45545856437246
553.0;63.03527505820457
554.0;68.92608295458436
555.0;68.99278350784088
556.0;85.9026094790269
557.0;83.66693068273739
558.0;82.13266771990703
559.0;64.6261203007168
560.0;101.04376352201972
561.0;60.50716322526826
562.0;85.89940387492985
563.0;87.03463705620106
564.0;85.23283104644726
565.0;73.66818276292645
566.0;63.85193450396126
567.0;69.17737127855837
568.0;84.38616348839103
569.0;64.27847692352925
570.0;70.1331114187617
571.0;43.64741283440304
572.0;57.2070403119133
573.0;76.59981818420219
574.0;71.75062681002042
575.0;107.25208456379679
576.0;71.38411185936518
577.0;62.07832099953506
578.0;68.59142929974851
579.0;110.45179784474986
580.0;89.96033837165226
581.0;71.33789589821436
582.0;84.19486789552857
583.0;61.38533847708164
584.0;72.93284645061024
585.0;105.65212283382145
586.0;69.73614783503223
587.0;38.174207210224466
588.0;65.45793832081739
589.0;70.52623944511387
590.0;88.28349045639592
591.0;76.95060117606404
592.0;79.08872426852984
593.0;88.3636327966358
594.0;68.86947424256529
595.0;73.54656965190604
596.0;60.56617658650231
597.0;69.1769306295947
598.0;87.58421922417867
599.0;72.34722466621186
600.0;72.61327538489951
601.0;46.040457121130274
602.0;87.9717764863228
603.0;38.09297360938596
604.0;60.784306500387764
605.0;76.50063990205466
606.0;70.11457420884399
607.0;69.53264364871576
608.0;80.22813077068643
609.0;85.76424163679252
610.0;68.50107416057877
611.0;86.48398652059029
612.0;66.3896779731053
613.0;60.391862241059755
614.0;87.54320877087743
615.0;72.21941143767827
616.0;75.18676835701224
617.0;81.07128166515457
618.0;62.41703146223023
619.0;63.678957005424195
620.0;84.6598774309148
621.0;67.24139709638573
622.0;73.02334695854299
623.0;65.35735617031428
624.0;111.073353335528
625.0;76.03801519892653
626.0;88.22452934735412
627.0;65.43314542402413
628.0;68.20367875374421
629.0;88.12158411415763
630.0;75.72866933174235
631.0;64.69153324867241
632.0;75.84451637522051
633.0;84.5402004362098
634.0;83.03763301433118
635.0;88.28705355396012
636.0;63.887228221411206
637.0;43.53816234108693
638.0;60.94962779203216
639.0;71.06480726293839
640.0;64.99142504741008
641.0;75.5498561068495
642.0;99.07914666981702
643.0;83.71656203777216
644.0;70.67280864365613
645.0;99.19010863906165
646.0;46.71709539836067
647.0;79.87467277331483
648.0;68.69188028010544
649.0;64.01246911503488
650.0;76.50540555647495
651.0;77.36883095863584
652.0;80.7211999255062
653.0;112.43203419706097
654.0;77.44006069541396
655.0;79.51083850940077
656.0;63.62972523905401
657.0;74.92924823593125
658.0;78.72408114688996
659.0;80.6503022836528
660.0;79.24616671334248
661.0;69.68623803628347
662.0;67.67811016000628
663.0;102.71439383388342
664.0;63.07627800381467
665.0;107.6223889178572
666.0;62.57511739586416
667.0;60.739027282034996
668.0;61.92389599856379
669.0;83.52169888141144
670.0;41.27023148668507
671.0;74.09497781836347
672.0;67.50348647450974
673.0;87.11620724913848
674.0;60.64077281940352
675.0;70.42977418864689
676.0;43.79752976091446
677.0;86.34001451000064
678.0;65.42621952447114
679.0;78.84287270038399
680.0;62.25145287698784
681.0;71.11335390226384
682.0;85.26767528582994
683.0;89.71407858915717
684.0;67.80047829908047
685.0;60.835491949058735
686.0;79.65197211681709
687.0;64.48535576650869
688.0;66.12722249876164
689.0;65.77431485412083
690.0;77.27839262260461
691.0;68.5990827191876
692.0;86.29991928096365
693.0;82.19609626713357
694.0;75.24443223590694
695.0;94.37327688705484
696.0;98.32405607238506
697.0;75.98832187682812
698.0;88.4527451267637
699.0;84.65917604506143
700.0;48.8144590450308
701.0;70.47072763947419
702.0;48.65993697487875
703.0;110.57708213782367
704.0;87.19824698650042
705.0;63.49341088033243
706.0;63.600433957236504
707.0;93.1060914747303
708.0;67.88203350161047
709.0;79.2177205268143
710.0;77.6250393795396
711.0;110.94504796974347
712.0;111.02332749385606
713.0;83.39200282500734
714.0;66.16893580438632
715.0;88.63530272109267
716.0;65.34075051988737
717.0;77.76272880220971
718.0;65.43825267105335
719.0;55.72785100293032
720.0;46.465703517446144
721.0;68.92495906705729
722.0;85.21893764127958
723.0;89.41464035635528
724.0;69.12421707614814
725.0;81.42889466099805
726.0;62.97446182988244
727.0;85.04731462671936
728.0;65.67527212116423
729.0;68.86374319953423
730.0;83.2382125898148
731.0;77.83934839107224
732.0;65.7789602875515
733.0;85.43111266275181
734.0;72.25794203912399
735.0;80.15124478291212
736.0;89.75946297857466
737.0;64.69203935031011
738.0;78.48876980887312
739.0;73.31134967710705
740.0;65.84134308513211
741.0;66.78314194623532
742.0;81.77670796485037
743.0;61.18359142158903
744.0;45.312298423186476
745.0;88.68687206966885
746.0;80.28824414048343
747.0;69.72970369368664
748.0;89.91380084709652
749.0;61.937117158002295
750.0;67.20977640338796
751.0;75.6664581025343
752.0;82.61961074566153
753.0;83.21989596411385
754.0;76.87406005833262
755.0;76.05847724049313
756.0;87.49052613819445
757.0;75.15330794006151
758.0;69.45042775772002
759.0;41.40091920112016
760.0;67.1597486519603
761.0;53.36541317697876
762.0;71.59126177901244
763.0;78.73746492117276
764.0;88.07478254595331
765.0;111.69888787962522
766.0;102.82034503783646
767.0;77.83445864657065
768.0;65.3643785518619
769.0;74.43408589132005
770.0;68.93914989317244
771.0;64.23523156268341
772.0;67.39545538701978
773.0;76.25781181350891
774.0;77.17846542654219
775.0;63.515058865341395
776.0;85.34782081670852
777.0;71.17435798076689
778.0;81.55843901447435
779.0;100.57710969920626
780.0;60.37062021525246
781.0;79.72145689002824
782.0;80.44291322793171
783.0;48.05027957027757
784.0;77.25026217541608
785.0;72.56557937963369
786.0;88.27171278931131
787.0;78.55855962784729
788.0;75.2147638586874
789.0;85.22083906176292
790.0;64.43947650988468
791.0;88.5451931484119
792.0;82.81438938228388
793.0;94.57347888917005
794.0;63.27351805839965
795.0;85.12621358655625
796.0;64.62129864070123
797.0;76.76483257614464
798.0;54.73969345463594
799.0;63.328579554079326
800.0;69.22382832170024
801.0;63.84576106787333
802.0;61.80732596651987
803.0;75.44150927105964
804.0;73.31367844160297
805.0;61.11975014141087
806.0;67.7826134196005
807.0;81.31940165194723
808.0;65.0641272266677
809.0;87.03386568707164
810.0;66.81907687667407
811.0;80.10140729058179
812.0;75.78200249627072
813.0;63.81908012477913
814.0;101.3206101349989
815.0;77.78995701466359
816.0;60.61147121283603
817.0;111.19140766523036
818.0;100.85484475411529
819.0;76.73716124570517
820.0;67.27341679684878
821.0;72.29420962362937
822.0;83.42960110500306
823.0;62.469754060044146
824.0;81.55182081508171
825.0;83.2824297926332
826.0;73.44781275392083
827.0;100.93254969112965
828.0;87.47140077983342
829.0;49.247449280427915
830.0;91.84718792644571
831.0;88.5394505204383
832.0;89.39501986195597
833.0;85.11300660025705
834.0;97.68589296588185
835.0;84.26284535079152
836.0;65.6424342470974
837.0;39.35462191677418
838.0;54.40009419016522
839.0;82.22261271490203
840.0;79.37173409037689
841.0;60.59292060445759
842.0;69.4531799125596
843.0;83.77042349677825
844.0;72.53139640343511
845.0;110.71507231122763
846.0;51.7179004760587
847.0;77.38735238939162
848.0;87.05322762227844
849.0;83.36826028875632
850.0;84.71966265555896
851.0;88.79961661584633
852.0;81.34579076834552
853.0;64.19201761558818
854.0;61.76259927252356
855.0;67.77067758439446
856.0;81.41160543826238
857.0;85.90030625050375
858.0;76.7219806789647
859.0;89.9974228939739
860.0;84.89888718092887
861.0;87.95692450128541
862.0;83.99693534329715
863.0;84.9552109981948
864.0;81.86051153599684
865.0;75.47202791490815
866.0;80.59606595509949
867.0;102.15541442910548
868.0;87.10183944395675
869.0;74.80003727481308
870.0;87.84026220155587
871.0;66.24607011656721
872.0;61.4990714566924
873.0;96.55650431500753
874.0;85.30979277095122
875.0;75.89273389199155
876.0;61.69442041275209
877.0;67.22799165778358
878.0;82.14418687066254
879.0;58.139552271811596
880.0;84.03711155893417
881.0;80.42483142982627
882.0;49.12512976696294
883.0;85.84601351579249
884.0;74.98516571024852
885.0;87.62109383179985
886.0;51.61229019269716
887.0;65.96845582945208
888.0;68.36830077400131
889.0;68.5883117616244
890.0;79.31071428800573
891.0;64.12901740795758
892.0;61.242507996183036
893.0;72.28185006510957
894.0;82.94365564082818
895.0;66.08707697929685
896.0;60.79098848468057
897.0;106.4219229236611
898.0;72.25892108685308
899.0;72.37544101827001
900.0;107.63645964758626
901.0;66.97203905271158
902.0;86.38111863926666
903.0;60.3733922664361
904.0;81.81017498810667
905.0;89.39070865065284
906.0;64.33260253990241
907.0;92.4335804477441
908.0;72.8353451655063
909.0;87.85727361152767
910.0;83.13063790492461
911.0;81.51432480244534
912.0;86.70882304767392
913.0;92.00136361162055
914.0;63.50131508134174
915.0;70.77832951057427
916.0;65.5874878010888
917.0;75.89891432121172
918.0;85.9069485802447
919.0;61.64636575781832
920.0;67.11993570653779
921.0;81.02636105834202
922.0;78.75995968110307
923.0;60.93790928859961
924.0;71.01603695338231
925.0;70.62458966975653
926.0;73.73989897413406
927.0;48.23123544082878
928.0;95.73472104879237
929.0;81.41343915376855
930.0;86.13413899769255
931.0;98.8835454924734
932.0;84.22927816998904
933.0;70.8918656121184
934.0;63.35536780138513
935.0;84.39466638382166
936.0;64.88783468528197
937.0;89.40383524802428
938.0;61.83328840210608
939.0;61.80537375813426
940.0;79.49725435244338
941.0;78.71184849780322
942.0;64.93216495457786
943.0;66.18995793757091
944.0;75.7155021978061
945.0;65.62435144722895
946.0;98.21142417741788
947.0;87.0615939578309
948.0;96.73863318970366
949.0;78.87749882766971
950.0;88.36568557663941
951.0;76.97371953816312
952.0;47.77498133260653
953.0;83.06315318254367
954.0;90.47284018417862
955.0;62.1055159954008
956.0;51.723836834761926
957.0;81.08055661400617
958.0;93.80250369108302
959.0;71.75169445760538
960.0;86.54626303519288
961.0;83.17690531944194
962.0;61.840356697058525
963.0;79.23218914426235
964.0;43.46149710331575
965.0;69.50696036340442
966.0;72.14891500185765
967.0;73.45577531387029
968.0;60.93781959821068
969.0;73.03049709306384
970.0;78.32024285232937
971.0;71.72226811500373
972.0;87.06674285070268
973.0;84.40053127136562
974.0;51.08565706205907
975.0;89.92452470409592
976.0;64.00595980855881
977.0;65.17472947499218
978.0;83.58308661069587
979.0;80.45531607681836
980.0;74.93924776271487
981.0;88.84236857051087
982.0;76.66375842020767
983.0;72.5258353100075
984.0;79.57708971722562
985.0;61.75577473856121
986.0;86.34846299419007
987.0;106.0436959079615
988.0;87.85574962120175
989.0;65.31392191614418
990.0;87.43541164338339
991.0;65.80481045603533
992.0;63.182263805463585
993.0;88.05946209202314
994.0;74.79621806255099
995.0;88.03305075695671
996.0;69.99543100713599
997.0;72.75803745266508
998.0;73.72148247634466
999.0;75.12755134507172
1000.0;82.52355008448203
1001.0;107.9171154109712
1002.0;60.79520361639479
1003.0;82.26350872189596
1004.0;60.57188517030347
1005.0;86.493809916697
1006.0;63.7817171312835
1007.0;86.0650879739892
1008.0;63.95874614429867
1009.0;53.50028719922591
1010.0;63.81499076400167
1011.0;95.19767745651441
1012.0;53.771133227658964
1013.0;75.05144648724155
1014.0;102.16138371015862
1015.0;95.23223118051648
1016.0;87.45322672438758
1017.0;61.79786367259554
1018.0;102.23684831166543
1019.0;63.749825394338615
1020.0;60.757299393448065
1021.0;37.643202066130016
1022.0;44.65169460562733
1023.0;105.63815962448396
1024.0;64.23601219633609
1025.0;88.1189653288518
1026.0;80.35191230629796
1027.0;83.02151047749636
1028.0;78.65875060892385
1029.0;65.35965057665712
1030.0;62.61432835967093
1031.0;72.226395632143
1032.0;51.89612326662427
1033.0;64.01555419709584
1034.0;67.87830826661718
1035.0;64.78404130580826
1036.0;43.47614806245414
1037.0;70.73618675732278
1038.0;110.96729115406717
1039.0;85.79680915986873
1040.0;73.57037955163602
1041.0;78.6670917001664
1042.0;79.12354369878906
1043.0;59.8064643617445
1044.0;69.49207613957924
1045.0;88.08338878960949
1046.0;67.18130962766962
1047.0;78.96061791626813
1048.0;72.7090914226347
1049.0;39.72761315509408
1050.0;70.10806738003723
1051.0;38.09618725803642
1052.0;63.13996578130274
1053.0;87.8101493830455
1054.0;82.84508689816319
1055.0;87.67457597839748
1056.0;78.9079230018418
1057.0;63.611203781063764
1058.0;73.55812175283077
1059.0;89.26461292582754
1060.0;75.46683844517261
1061.0;72.36832431705291
1062.0;79.29358841623612
1063.0;86.00966272876178
1064.0;86.65792246129723
1065.0;66.67430403199636
1066.0;87.11911491997775
1067.0;78.28024119612726
1068.0;75.6157478831732
1069.0;68.36264158613028
1070.0;78.63484063462485
1071.0;84.24270311713812
1072.0;70.43559304688961
1073.0;89.85935320335452
1074.0;78.4236816201854
1075.0;75.66560908960848
1076.0;72.6493418209727
1077.0;90.46371695868581
1078.0;87.03056898238407
1079.0;69.03560533102299
1080.0;73.04480372242361
1081.0;112.48352041338154
1082.0;83.76720422982231
1083.0;60.982751184349404
1084.0;86.53643056632906
1085.0;83.1431744848559
1086.0;76.42953485184952
1087.0;70.86859472156752
1088.0;63.518997577883
1089.0;109.86169552283113
1090.0;92.97624963639325
1091.0;80.6072578481719
1092.0;67.48851331800567
1093.0;40.302548844785505
1094.0;83.40212410147794
1095.0;61.18505076303178
1096.0;64.91351294601712
1097.0;72.9740312475248
1098.0;110.42866901924948
1099.0;82.42664257346988
1100.0;69.86667015345026
1101.0;60.88525920645651
1102.0;74.05784256862643
1103.0;75.1112323614881
1104.0;75.44263707688624
1105.0;60.42002333055327
1106.0;84.5689763897536
1107.0;92.9699300423313
1108.0;110.92037458035149
1109.0;78.43266648978476
1110.0;84.9728854771625
1111.0;72.83634289946856
1112.0;90.35025917604312
1113.0;67.15689767764832
1114.0;88.40874626960135
1115.0;75.84177136885755
1116.0;73.17845352266075
1117.0;76.63084951295974
1118.0;77.00928022990347
1119.0;69.19346672663046
1120.0;63.847698585669335
1121.0;85.7182647156805
1122.0;65.94493753280392
1123.0;75.88092294485442
1124.0;85.10959388842939
1125.0;69.32985086580419
1126.0;60.52473298239481
1127.0;60.656056097690424
1128.0;66.13347333071313
1129.0;50.280365121679466
1130.0;96.10276537396282
1131.0;48.17946406609754
1132.0;70.97925930064962
1133.0;67.8988907354744
1134.0;71.10051984780301
1135.0;88.05609906079623
1136.0;46.23013386833955
1137.0;62.75687107352549
1138.0;65.17191527983478
1139.0;40.84701174205729
1140.0;63.819404291169484
1141.0;64.23329980257839
1142.0;88.9193179855513
1143.0;64.35069291599147
1144.0;76.46232339356112
1145.0;72.93479583681895
1146.0;67.48153148458293
1147.0;73.84925133458677
1148.0;109.14728889630776
1149.0;63.3396662122926
1150.0;82.897719773633
1151.0;84.44846996402353
