Value;Температура охлаждающей воды на входе в дизель
193.0;48.629960794993906
194.0;55.84161709156865
195.0;96.68629496903485
196.0;54.27676267507174
197.0;49.3665908156146
198.0;77.40694984175911
199.0;72.24518797430584
200.0;89.11906612947787
201.0;75.64159312050485
202.0;74.67123843778721
203.0;75.23070926423044
204.0;72.0789495903294
205.0;49.628324859016544
206.0;74.45352402673038
207.0;73.72568812320628
208.0;68.20685815178417
209.0;87.85966414217758
210.0;69.37847259628289
211.0;69.67543562288895
212.0;94.4065446576017
213.0;57.687162108249964
214.0;52.63286166155498
215.0;70.72073764054574
216.0;70.77982672228029
217.0;52.133538231693066
218.0;52.876043063285294
219.0;77.8967112095789
220.0;71.53224728821
221.0;70.1643638776648
222.0;73.12982224058014
223.0;70.5568211080119
224.0;77.6970011366639
225.0;95.41826861323752
226.0;53.09495545643149
227.0;49.03505838748313
228.0;72.09119174667941
229.0;71.47993251224972
230.0;52.156761364252915
231.0;71.9875568453476
232.0;68.80949627219726
233.0;48.791652861473935
234.0;69.23421161979044
235.0;51.534126228977755
236.0;69.76699792617343
237.0;53.983521013740884
238.0;73.80811038478558
239.0;73.62858409951478
240.0;69.6525840793013
241.0;69.38273231304267
242.0;54.23910181361546
243.0;74.37715401386306
244.0;49.31592563239201
245.0;77.78162190619278
246.0;69.80249123220719
247.0;74.48574902521798
248.0;74.16334977747823
249.0;70.53720286019593
250.0;96.3882287760072
251.0;70.76187506092839
252.0;73.57039398883609
253.0;68.03071980580117
254.0;71.64467640797834
255.0;57.76960023793649
256.0;68.94111120334527
257.0;88.05376617231359
258.0;69.92515466154612
259.0;93.5820765434027
260.0;70.42930552395163
261.0;73.68462124859336
262.0;88.00457808218256
263.0;76.82777535938772
264.0;71.76996678308475
265.0;68.21546975677656
266.0;71.58888742905903
267.0;73.25771557821034
268.0;72.87730745721719
269.0;72.1569139796653
270.0;74.50949560393836
271.0;70.07996982047611
272.0;89.19478932545005
273.0;76.66984224792243
274.0;68.2449164919293
275.0;73.82953888799233
276.0;75.95684823026238
277.0;72.608821832597
278.0;70.76214660137073
279.0;94.49993455325955
280.0;76.91782819164665
281.0;70.83843417246383
282.0;69.15433345092754
283.0;77.6403375553714
284.0;90.92898869513476
285.0;76.15632417468112
286.0;73.25596003610687
287.0;52.588071858590354
288.0;71.69582303245906
289.0;72.24324604777395
290.0;73.28920785302981
291.0;74.98645200159038
292.0;77.45112555448331
293.0;71.51478142135703
294.0;48.99128086199694
295.0;75.40170585923363
296.0;75.49741901598841
297.0;56.75650311058419
298.0;55.54947161755571
299.0;73.5141847787259
300.0;77.60664091801007
301.0;71.85294256693521
302.0;55.926568156222714
303.0;53.68603022571156
304.0;75.40701420051491
305.0;58.37613609856467
306.0;73.51269720200546
307.0;70.95138831636066
308.0;76.34050191836664
309.0;88.25831716124301
310.0;73.7270374416554
311.0;49.60827338243362
312.0;76.92350773439546
313.0;71.56904141948729
314.0;68.78411623403747
315.0;72.37475619188501
316.0;49.86019395022488
317.0;75.07687075668825
318.0;74.81650347631945
319.0;54.98387501295376
320.0;75.48157000529358
321.0;74.25954597877683
322.0;77.95990872175727
323.0;94.76395009714444
324.0;69.5414916600056
325.0;71.25795517979275
326.0;73.10004872928357
327.0;70.12695309747623
328.0;70.72981662779603
329.0;96.8105302303043
330.0;71.57274684287984
331.0;73.04850284351588
332.0;76.72979691695723
333.0;73.89634089257925
334.0;70.21375289336117
335.0;88.91622433810079
336.0;91.16998535482635
337.0;69.8061471637415
338.0;75.41490254894966
339.0;74.0318134940165
340.0;68.53394102671476
341.0;76.85669744648087
342.0;70.71490810766038
343.0;92.90612542395102
344.0;71.99677077291062
345.0;74.3764233638398
346.0;58.22106056742683
347.0;68.02907209014072
348.0;72.82344075335388
349.0;50.39197214176622
350.0;71.48884585996024
351.0;90.97887536388448
352.0;71.58849514551765
353.0;73.62870266551971
354.0;69.87589676408544
355.0;72.38888008155638
356.0;75.61613055677944
357.0;89.6977785474554
358.0;73.37733410606629
359.0;49.15138096825186
360.0;77.24233359907373
361.0;57.55129099352973
362.0;68.85694410944228
363.0;77.81803789392836
364.0;75.56881138705836
365.0;49.58005994959973
366.0;70.40214601374542
367.0;94.61065056107229
368.0;71.73021533354238
369.0;73.68437383519911
370.0;77.10999925993197
371.0;68.14624896042888
372.0;68.18434258975228
373.0;69.26424096122099
374.0;76.59077455532653
375.0;74.57510157453825
376.0;90.71821545290756
377.0;88.48724436553093
378.0;72.35743620936668
379.0;68.10870533521471
380.0;92.68649118330349
381.0;96.29118470026486
382.0;68.75791253198398
383.0;76.13110153426811
384.0;92.82100340528491
385.0;76.96635878873062
386.0;74.15783491231991
387.0;75.7565460250775
388.0;70.34354746820864
389.0;48.79808090435722
390.0;90.98874891519
391.0;73.79835958410669
392.0;52.17245168559786
393.0;77.1396982419168
394.0;74.35271687950961
395.0;70.31653237370033
396.0;68.2883212017611
397.0;71.63007747151634
398.0;92.90916605338315
399.0;72.09817567686862
400.0;69.48393841019868
401.0;77.010341708892
402.0;76.30811485519499
403.0;72.2519244477098
404.0;77.72217192480764
405.0;71.28995004644857
406.0;53.730760702552715
407.0;73.45023431748163
408.0;76.179148546941
409.0;92.27317829948288
410.0;77.90268764014156
411.0;75.59586391677865
412.0;89.37227565333205
413.0;68.7708235520861
414.0;96.69060305301012
415.0;73.95029517620301
416.0;70.42933466847924
417.0;77.82365511833768
418.0;77.3539567436645
419.0;71.02762284399118
420.0;75.23078298325616
421.0;77.54845124074009
422.0;70.2895601316289
423.0;71.43792051218259
424.0;71.03053287334372
425.0;53.958589117976274
426.0;71.62920356137171
427.0;74.89093646983758
428.0;74.670141975865
429.0;49.37745586762668
430.0;70.57807121724223
431.0;75.07729679329384
432.0;71.95292133355969
433.0;75.56993631784042
434.0;50.1701980664901
435.0;96.74526344858909
436.0;73.09378391063751
437.0;71.24653295874812
438.0;75.91942921700408
439.0;72.34900330224758
440.0;54.18485744472535
441.0;68.78156879999894
442.0;68.1642192256787
443.0;69.30543589502017
444.0;69.83488377689817
445.0;70.50829524279233
446.0;75.29051484165765
447.0;88.12263030588142
448.0;70.53865581569431
449.0;71.58820860289512
450.0;71.294627918246
451.0;73.29292575409647
452.0;93.66261046059081
453.0;71.66563719843725
454.0;74.37284690532343
455.0;91.46864727563477
456.0;68.15046668930056
457.0;73.55804649940961
458.0;72.35464951538374
459.0;88.95243560018895
460.0;74.16859333850307
461.0;77.64067853612649
462.0;72.07350825049299
463.0;75.18002944506574
464.0;68.2587048791905
465.0;58.396599097694036
466.0;55.652107216769096
467.0;74.4068769194535
468.0;70.37405861313547
469.0;77.41769565794257
470.0;50.10242082879964
471.0;72.99168286574002
472.0;87.50659046314537
473.0;69.49729866011076
474.0;73.5553286901403
475.0;70.01964069940793
476.0;97.18933027461114
477.0;55.18897925406638
478.0;72.49292830826529
479.0;75.32710537829865
480.0;69.42320155762872
481.0;49.157363625755934
482.0;68.90114685944211
483.0;70.03281992314479
484.0;77.13441213076663
485.0;90.606457591953
486.0;56.22152618498913
487.0;71.46460235966599
488.0;74.04486699626415
489.0;68.24681780911223
490.0;97.07577837695953
491.0;77.668946427779
492.0;93.64912273523336
493.0;74.6323089467316
494.0;92.14470220314965
495.0;56.348316256195204
496.0;58.05831591295782
497.0;74.88135340265181
498.0;68.73151097455441
499.0;58.04408917039021
500.0;71.74916348349042
501.0;54.64586917969595
502.0;70.52811112677684
503.0;77.26432999670959
504.0;75.73050436220282
505.0;69.01624391628141
506.0;71.45177445654832
507.0;75.25185801250336
508.0;92.8103530585145
509.0;70.02730101602552
510.0;76.55018009483406
511.0;68.16197722508501
512.0;75.08344514629096
513.0;68.76496115074866
514.0;75.86179456082772
515.0;77.52886449435013
516.0;92.46729700622129
517.0;92.22818429463034
518.0;72.77583770682268
519.0;72.38523696301132
520.0;76.04436830036495
521.0;71.89806412436857
522.0;69.69348820916741
523.0;69.78686022232382
524.0;74.84892485107322
525.0;75.42139145352357
526.0;76.05296815002366
527.0;77.97554312550531
528.0;69.30453422065999
529.0;58.045271247837206
530.0;72.48758558501522
531.0;74.2597728856442
532.0;68.00566055982424
533.0;74.71603840582162
534.0;52.979663342995096
535.0;51.71334791932489
536.0;91.70413418384456
537.0;70.98380951868492
538.0;69.88718506161865
539.0;94.18685866387489
540.0;76.91596398378601
541.0;74.35407811583109
542.0;77.46121577538523
543.0;49.57276359481075
544.0;76.54412552927067
545.0;72.84170682357484
546.0;50.664905401377055
547.0;92.99460810372192
548.0;76.1740923977934
549.0;76.20661663306156
550.0;88.80660658520264
551.0;52.09285799073733
552.0;72.44234027331672
553.0;57.68984345172788
554.0;71.92998478620139
555.0;77.90365794315832
556.0;68.36999982626942
557.0;77.57494494090895
558.0;71.80919548801296
559.0;75.55761930919877
560.0;51.364495379058326
561.0;95.95539362790177
562.0;72.98230877582662
563.0;77.01405437076787
564.0;74.1377539394381
565.0;75.22201327608796
566.0;93.75143860156251
567.0;69.220394888094
568.0;74.7965843673107
569.0;69.68145281126026
570.0;74.35202206454814
571.0;53.00367998039184
572.0;72.3525963522022
573.0;75.64959598071661
574.0;68.84812582921984
575.0;77.46437650378151
576.0;76.43214350096945
577.0;53.18361396188686
578.0;74.79750488597523
579.0;68.93278185692344
580.0;95.81300117568063
581.0;70.51008199851542
582.0;72.2288767975137
583.0;51.64532660264054
584.0;92.11292052792858
585.0;69.43203440112511
586.0;87.64542830890984
587.0;70.41484849846354
588.0;77.47150400743348
589.0;69.71497956737907
590.0;75.9095845622881
591.0;69.8276169803728
592.0;72.0403682754242
593.0;68.48093503755058
594.0;73.60503044985451
595.0;75.80401783374928
596.0;56.02169879773099
597.0;54.10143147135662
598.0;77.4183344479712
599.0;56.642150962063965
600.0;74.3287325632871
601.0;72.77010056243128
602.0;96.13654860861271
603.0;89.10955492546216
604.0;74.19474038427667
605.0;71.71613482066911
606.0;71.90378261978759
607.0;77.58557694914558
608.0;75.92291649784681
609.0;71.05258021545995
610.0;54.311514148814666
611.0;69.13466272716872
612.0;73.60603186508881
613.0;77.79137002843117
614.0;77.68964256606272
615.0;74.09052070619914
616.0;77.23497882788052
617.0;58.046272716423175
618.0;70.3600633410023
619.0;69.05601262699827
620.0;68.64588438390146
621.0;70.71977332738643
622.0;70.54976554021354
623.0;75.30781121613427
624.0;70.76649866345743
625.0;70.62921759776083
626.0;75.7478625312974
627.0;75.49067039873773
628.0;77.73548282101376
629.0;92.223177389191
630.0;74.29621812400465
631.0;68.5965402374843
632.0;71.38765286887727
633.0;72.4343410127494
634.0;74.00593086172307
635.0;68.72516345971258
636.0;69.44885568797004
637.0;68.82992665323637
638.0;70.77163617519076
639.0;50.44248269092677
640.0;77.94483892908184
641.0;72.64635493075025
642.0;71.5743588009506
643.0;49.52901190245801
644.0;70.07612946528835
645.0;73.55108658006155
646.0;77.87343791352805
647.0;69.84964291581262
648.0;71.25477523163265
649.0;75.77811265629533
650.0;73.50969745603543
651.0;75.75234840357848
652.0;95.42921807570809
653.0;74.08917759686757
654.0;68.81173528161123
655.0;72.1503897328369
656.0;68.34319945351307
657.0;90.14653711931213
658.0;71.08374902939215
659.0;69.56659954593651
660.0;72.96504148280822
661.0;77.5566091711297
662.0;73.0275060721272
663.0;71.23430134661074
664.0;70.03357245618089
665.0;74.42398373543972
666.0;73.74568198549721
667.0;56.624168799650946
668.0;77.35795952655276
669.0;73.75490903841957
670.0;74.02329365712185
671.0;74.15735714549518
672.0;75.79718823111224
673.0;49.41522669266861
674.0;68.16941768112484
675.0;77.79224433133626
676.0;88.3271368645627
677.0;77.9360839838896
678.0;71.18655384855629
679.0;68.5234860727848
680.0;57.221713551580336
681.0;54.95646236186249
682.0;77.84642989104074
683.0;77.37325015581114
684.0;74.79944486268897
685.0;71.88287563962858
686.0;72.5301872157074
687.0;76.01934023837522
688.0;76.90324804574546
689.0;76.9675112420054
690.0;75.09560038027325
691.0;73.28338319122669
692.0;49.513813889818266
693.0;95.16882970320496
694.0;75.43643024275868
695.0;75.16946608855439
696.0;68.15786970573427
697.0;56.291925246348
698.0;71.5213404673761
699.0;69.76915443315897
700.0;72.01966485853009
701.0;52.763713102389914
702.0;74.71194325811243
703.0;70.19444274589969
704.0;75.5731066727965
705.0;69.23317243007438
706.0;49.401247814292674
707.0;75.04567495453414
708.0;76.0478089687193
709.0;69.32686621082345
710.0;75.07444719136609
711.0;91.97438377451786
712.0;77.27468942013844
713.0;68.18450228901519
714.0;76.54878352058118
715.0;69.98820161456348
716.0;73.87871369004021
717.0;74.04468485023685
718.0;75.58831358592263
719.0;69.91166886466743
720.0;71.96580073356209
721.0;72.797133143808
722.0;72.55892569027421
723.0;53.90963623964855
724.0;73.19305132205103
725.0;76.21133466951292
726.0;68.67124587674114
727.0;77.68582648074943
728.0;54.650028761814184
729.0;75.43078181844103
730.0;70.3772647268973
731.0;49.71024905619025
732.0;75.4911764545523
733.0;77.30921670221788
734.0;75.51657366932837
735.0;69.8908926716513
736.0;72.30375458252979
737.0;69.53375092405784
738.0;77.73184943314304
739.0;75.7689535558469
740.0;72.34598988009998
741.0;69.39748857864745
742.0;48.83539762725141
743.0;57.663241393434205
744.0;76.33431908517538
745.0;69.25757021213201
746.0;71.09036657800644
747.0;56.22247358203755
748.0;69.40833203881584
749.0;76.6567936367974
750.0;91.25989295241375
751.0;71.6488510269734
752.0;72.26772191219814
753.0;76.17094639989017
754.0;77.62972657960684
755.0;68.0290838544749
756.0;76.15075523008906
757.0;74.21629646095062
758.0;72.69433928489997
759.0;74.05969021530429
760.0;71.59659858954376
761.0;53.662998605225894
762.0;73.69795496154214
763.0;71.57931834043441
764.0;90.12744751331459
765.0;76.0727618480565
766.0;74.7316226162461
767.0;70.98184057611546
768.0;77.23520385937083
769.0;77.87302864306237
770.0;73.00233843816036
771.0;69.91056922754333
772.0;75.0450210634594
773.0;70.58367048590603
774.0;88.42063991484657
775.0;49.13528399456246
776.0;71.27102653176146
777.0;68.25929148952329
778.0;72.96736552414472
779.0;73.00550933392485
780.0;93.11679758545154
781.0;92.58949019636917
782.0;96.82639201325517
783.0;76.91586767289888
784.0;69.34692502340576
785.0;76.6067481661271
786.0;76.84381094293994
787.0;74.21677787051269
788.0;68.16602429325344
789.0;70.6439832828474
790.0;88.61819253708303
791.0;76.63009695435295
792.0;93.64525838604473
793.0;76.28905373128262
794.0;92.23940425348444
795.0;77.46718876386635
796.0;71.32965702917282
797.0;95.57826435724706
798.0;77.27252557679918
799.0;76.89802631377043
800.0;76.36586190463831
801.0;73.4083692654707
802.0;74.74501707056744
803.0;76.6478710119319
804.0;69.02513816629661
805.0;53.27600791595893
806.0;56.6012232353263
807.0;74.85610485275114
808.0;74.14450563235337
809.0;77.55856508553315
810.0;71.6531949618851
811.0;87.6822583565241
812.0;74.89043320276458
813.0;77.60927132385652
814.0;53.50349375661605
815.0;70.20658598042355
816.0;70.16161729288744
817.0;52.74892779848874
818.0;95.73492571820945
819.0;68.65929452860983
820.0;88.02005469878048
821.0;75.7271007750548
822.0;69.7197637551424
823.0;77.94519186532222
824.0;68.8675299033601
825.0;75.18385944540402
826.0;73.84497917438668
827.0;68.92529489266539
828.0;71.15386138679062
829.0;73.64618676110132
830.0;73.79280417525477
831.0;96.22907471756567
832.0;50.274616461081095
833.0;54.23126572025873
834.0;77.53361145756003
835.0;69.11545685927986
836.0;68.08308845860475
837.0;92.85667948204873
838.0;74.56706929772245
839.0;95.08505628226501
840.0;77.15653584850068
841.0;50.747418224663676
842.0;50.45980918563757
843.0;70.89014470523308
844.0;75.00659773919355
845.0;75.51703922602532
846.0;91.16263868645598
847.0;73.5853582199106
848.0;68.27323267986617
849.0;52.62493780975697
850.0;75.14057375502097
851.0;76.85052056594006
852.0;71.95539990781704
853.0;77.25391001477917
854.0;75.61928963186409
855.0;72.99972142022
856.0;73.00244981415145
857.0;71.5671394296119
858.0;68.49092596868265
859.0;74.57381485238793
860.0;74.11966202366568
861.0;70.42400199468408
862.0;68.37927853723025
863.0;72.06075187045361
864.0;92.7066452974803
865.0;91.15185317526245
866.0;70.66988333407294
867.0;70.48038310029538
868.0;72.47877821831734
869.0;69.42188335308883
870.0;77.67055156209004
871.0;70.81303874570675
872.0;69.61064227349581
873.0;74.53506697720135
874.0;77.87331152883215
875.0;97.00268658407026
876.0;93.85674731383104
877.0;76.93415951378827
878.0;71.23923697963218
879.0;71.51853601345604
880.0;68.63010881692794
881.0;76.33655010638796
882.0;69.03413559159026
883.0;69.44559824550896
884.0;75.33703278519884
885.0;75.12271519822998
886.0;69.4064596185858
887.0;76.03557798542624
888.0;71.55368434359316
889.0;76.6829402330554
890.0;94.33816379496334
891.0;70.95476082651466
892.0;70.20716130218504
893.0;69.60156750846832
894.0;55.559939376079114
895.0;96.10117145736817
896.0;74.75378280261147
897.0;70.27504153733959
898.0;71.51564654575188
899.0;77.99096668960448
900.0;75.76445395369029
901.0;96.68703213986255
902.0;75.1168642486016
903.0;76.33758512984195
904.0;95.66920990235948
905.0;68.51656841504764
906.0;76.68995167947064
907.0;69.32425901432015
908.0;50.82609809499364
909.0;71.06847467166024
910.0;54.217547120029565
911.0;69.21708495408386
912.0;74.44997013985743
913.0;92.4708075354071
914.0;70.50675862213475
915.0;71.46175353244115
916.0;54.19554802276994
917.0;69.91630525586405
918.0;71.56309810766099
919.0;72.63017631393376
920.0;76.13624228261801
921.0;68.99416189388242
922.0;76.98707449943996
923.0;76.44386208120947
924.0;50.001285686254704
925.0;68.6285224596353
926.0;73.2487145791282
927.0;72.96037710737122
928.0;71.94600145902153
929.0;69.18316888786238
930.0;75.98000605843903
931.0;70.71055183536295
932.0;73.81568253258179
933.0;75.24099920499076
934.0;74.75484539871493
935.0;72.7153329386984
936.0;69.48069077304743
937.0;75.89381958521105
938.0;70.15689971053337
939.0;69.35499976302036
940.0;75.0456624751933
941.0;69.24598090439497
942.0;75.76426296245545
943.0;51.68108584181813
944.0;52.48704612181122
945.0;92.80231668338439
946.0;51.982509458061
947.0;70.52671891021402
948.0;70.51459354311204
949.0;76.74495635395644
950.0;75.58190971018492
951.0;89.16292348292372
952.0;77.89763527712482
953.0;73.5097231897355
954.0;70.44568838818742
955.0;70.08305384809087
956.0;72.64217750392775
957.0;71.98046956895362
958.0;73.67929436042454
959.0;68.29247033369819
960.0;89.43585359407545
961.0;53.008211688116404
962.0;70.54887709475378
963.0;70.07984657926734
964.0;48.743837977694994
965.0;73.61310632005754
966.0;75.57280394994804
967.0;74.93944641782434
968.0;56.92569593384701
969.0;76.86248946058963
970.0;70.43068599120942
971.0;72.49841688514549
972.0;68.93175892531615
973.0;69.34923317850988
974.0;73.53434733111267
975.0;73.65070120051682
976.0;94.43250112195439
977.0;52.949615889897316
978.0;88.55819599632416
979.0;69.68767514057222
980.0;95.95271085075746
981.0;71.03531761776388
982.0;75.85982447813474
983.0;74.49195981295708
984.0;70.97323452855161
985.0;72.70311831972147
986.0;75.88982357640033
987.0;96.83052310464485
988.0;77.28213006355317
989.0;70.42299634972
990.0;77.75553369002378
991.0;75.26722202021465
992.0;70.73661459190082
993.0;57.86542944143247
994.0;74.27589258787371
995.0;76.17557953812359
996.0;49.6008028890074
997.0;77.47613715056742
998.0;75.57153184677092
999.0;51.71660681003698
1000.0;75.133285738104
1001.0;90.65341739193558
1002.0;71.62116823650463
1003.0;68.07469638758296
1004.0;73.4523743721234
1005.0;68.12293389194367
1006.0;68.00520820490739
1007.0;56.514669713076714
1008.0;71.55664607763916
1009.0;72.37936442183347
1010.0;74.34769019267975
1011.0;68.98348923574866
1012.0;90.20701967700037
1013.0;70.77842038432061
1014.0;77.61528429768389
1015.0;77.60893076531707
1016.0;72.48479195156864
1017.0;77.02217486571118
1018.0;71.8627017184001
1019.0;93.40672947314008
1020.0;52.93408628972762
1021.0;69.26104517947334
1022.0;70.81248674926616
1023.0;93.86158789567456
1024.0;70.02993432211537
1025.0;75.32380178518169
1026.0;71.84255347239062
1027.0;77.47549725343666
1028.0;52.266291070643305
1029.0;74.70679965455064
1030.0;75.96143100170794
1031.0;76.71599282156495
1032.0;90.37761493965951
1033.0;74.3977095412251
1034.0;68.43985019106286
1035.0;77.64676852724625
1036.0;89.00001248772232
1037.0;69.56848999660602
1038.0;72.12201634710301
1039.0;69.30315419777942
1040.0;95.5972890319018
1041.0;77.42161505947416
1042.0;76.55715781291192
1043.0;49.77424716969357
1044.0;75.51136655078781
1045.0;53.49762268150499
1046.0;68.64197983295878
1047.0;71.40684212396944
1048.0;70.76521067261807
1049.0;90.77179425726528
1050.0;73.10632372690979
1051.0;77.32554450214887
1052.0;74.51895195404582
1053.0;71.4229807630806
1054.0;73.86146578408294
1055.0;73.45504253634034
1056.0;71.00957100620118
1057.0;68.69001850634473
1058.0;77.32733408733796
1059.0;74.73663863620558
1060.0;75.70507303540698
1061.0;87.96740745991096
1062.0;52.39569369954337
1063.0;71.8651580592698
1064.0;74.77969720867056
1065.0;76.91087798224346
1066.0;74.15730465487427
1067.0;74.87242774336282
1068.0;87.98788113686331
1069.0;69.36990483316544
1070.0;69.94813725549699
1071.0;74.34277774587937
1072.0;89.59703170009645
1073.0;71.7208410517512
1074.0;75.7398720410654
1075.0;71.8938969857104
1076.0;89.38453921396936
1077.0;75.39264691176095
1078.0;75.34903459385798
1079.0;77.09350308586576
1080.0;73.67138303181896
1081.0;72.14750926330005
1082.0;93.96528928855852
1083.0;53.47192013372742
1084.0;73.0340802522993
1085.0;68.80748872648746
1086.0;68.43573263957593
1087.0;71.30126898478653
1088.0;77.82318144495132
1089.0;72.15394806699894
1090.0;88.13800388729041
1091.0;70.75047693871615
1092.0;73.35705651604474
1093.0;70.75243577397848
1094.0;76.35616515833885
1095.0;75.71288345008395
1096.0;75.22300148524963
1097.0;68.18035273648091
1098.0;69.39676549422661
1099.0;69.00389097745474
1100.0;75.23080405163029
1101.0;73.16175619438467
1102.0;70.00295741862011
1103.0;70.24247586868478
1104.0;77.39101283666447
1105.0;74.22011355484685
1106.0;76.02329605351306
1107.0;71.83759730786029
1108.0;68.48131522884519
1109.0;50.667148332699924
1110.0;88.2871869777368
1111.0;68.03321518639456
1112.0;76.47689039689351
1113.0;74.0951574189758
1114.0;75.41609733336415
1115.0;69.03311403533873
1116.0;88.64626732213102
1117.0;94.6910248473205
1118.0;72.46803933772503
1119.0;75.96324972281761
1120.0;71.77097144115336
1121.0;70.33011477984132
1122.0;74.87709410471328
1123.0;71.92327668795751
1124.0;74.89797143155644
1125.0;76.17292586387644
1126.0;75.83194525120912
1127.0;74.04710652750114
1128.0;70.37364195465229
1129.0;76.51454424521644
1130.0;89.10769278252533
1131.0;48.739234670255854
1132.0;68.41144287877361
1133.0;72.5519368982733
1134.0;76.0288780452499
1135.0;68.44415954052648
1136.0;51.26530404437237
1137.0;71.68424971824304
1138.0;49.38934583464953
1139.0;52.255343746980685
1140.0;50.875047698475356
1141.0;72.0898984353721
1142.0;71.42916209746144
1143.0;49.34180982006886
1144.0;71.02988428983257
1145.0;74.71491031649853
1146.0;71.82350108834272
1147.0;48.551998145013314
1148.0;71.8804653110258
1149.0;75.83461540486492
1150.0;75.44171885870806
1151.0;76.29567871195103
